transaction_id,amount,transactions_24h,risk_score,geo_distance_km,device_age_days,hour_deviation,is_anomaly,anomaly_type
TRN000343,78.7543,4.0,12.7204,2.4226,379.5985,0.0742,0,Normal
TRN000344,147.7914,3.0,14.5992,130.6686,714.9771,0.1897,0,Normal
TRN000345,101.6566,3.0,27.428,5.9047,504.4497,0.0204,0,Normal
TRN000346,65.8803,4.0,19.9225,11.2666,480.2837,2.2666,0,Normal
TRN000347,76.4938,2.0,18.4726,11.369,151.2249,1.7453,0,Normal
TRN000348,294.4503,6.0,28.5931,38.9707,452.4236,0.322,0,Normal
TRN000349,33.6413,2.0,13.9139,20.5149,864.4614,0.5644,0,Normal
TRN000350,135.7386,5.0,20.3154,13.0442,263.804,3.4524,0,Normal
TRN000351,37.9551,9.0,29.1842,82.4892,562.7683,1.7178,0,Normal
TRN000352,92.8546,5.0,22.263,1.8719,126.2938,2.1258,0,Normal
TRN000353,71.6066,5.0,24.1813,52.2271,176.9453,1.2684,0,Normal
TRN000354,31.2365,7.0,25.2905,23.5837,316.8813,2.0603,0,Normal
TRN000355,123.95,6.0,23.2089,12.824,240.699,3.1673,0,Normal
TRN000356,76.9247,6.0,16.3987,14.3532,210.1358,0.0479,0,Normal
TRN000357,29.8855,6.0,14.317,18.7586,241.378,0.2525,0,Normal
TRN000358,150.7787,3.0,36.9105,11.5194,426.2925,0.1755,0,Normal
TRN000359,197.5484,2.0,29.3051,46.2939,566.3754,0.1651,0,Normal
TRN000360,210.6606,4.0,32.074,17.3959,445.4797,0.1541,0,Normal
TRN000361,113.0514,3.0,17.0838,41.4434,459.1489,0.7755,0,Normal
TRN000362,98.1167,4.0,21.4816,14.5691,324.3998,0.2174,0,Normal
TRN000363,206.7628,5.0,22.6599,28.9964,174.0616,2.7264,0,Normal
TRN000364,224.5453,3.0,17.7987,28.9865,310.5738,1.1574,0,Normal
TRN000365,173.3539,2.0,18.1235,25.1834,362.5473,4.5107,0,Normal
TRN000366,61.4621,5.0,28.2821,64.4675,579.6399,1.2703,0,Normal
TRN000367,100.7482,4.0,25.7299,69.1369,774.3474,0.4801,0,Normal
TRN000368,114.4582,2.0,14.1558,44.489,407.5365,1.1424,0,Normal
TRN000369,34.98,1.0,13.1502,55.4273,548.5942,0.5835,0,Normal
TRN000370,127.557,7.0,30.7101,42.6882,79.3671,2.7647,0,Normal
TRN000371,326.8183,3.0,25.0838,16.2962,280.2833,1.0904,0,Normal
TRN000372,145.0033,3.0,21.973,21.9945,323.5689,0.4098,0,Normal
TRN000373,221.7679,5.0,29.2711,2.4478,439.4458,2.7425,0,Normal
TRN000374,108.9452,6.0,26.7677,9.7552,784.063,2.031,0,Normal
TRN000375,92.8652,4.0,22.521,5.9525,394.616,1.131,0,Normal
TRN000376,136.2917,10.0,28.5017,12.7135,116.3982,1.1251,0,Normal
TRN000377,59.0839,2.0,14.3131,30.8672,462.0213,1.6029,0,Normal
TRN000378,50.7694,1.0,9.6087,15.7576,268.929,0.6452,0,Normal
TRN000379,208.9706,9.0,25.0073,47.9608,438.4627,0.2544,0,Normal
TRN000380,194.3818,3.0,22.7296,10.1516,482.1272,0.5029,0,Normal
TRN000381,54.5732,6.0,26.9914,39.9863,111.4768,2.2628,0,Normal
TRN000382,173.4262,3.0,15.6685,9.2556,314.2904,0.4808,0,Normal
TRN000383,83.2206,2.0,19.2776,61.2207,320.717,1.7445,0,Normal
TRN000384,106.517,4.0,25.6513,10.1298,392.0286,1.8598,0,Normal
TRN000385,112.4461,2.0,9.7519,35.6095,219.4195,3.0269,0,Normal
TRN000386,155.4892,2.0,19.0892,13.0671,185.5199,1.4375,0,Normal
TRN000387,100.4603,3.0,28.2472,76.6278,777.277,0.5455,0,Normal
TRN000388,209.583,6.0,31.0951,74.384,370.9709,2.7018,0,Normal
TRN000389,112.683,2.0,9.5916,34.6781,196.8194,1.0842,0,Normal
TRN000390,123.8359,1.0,21.126,34.1457,244.5059,1.5153,0,Normal
TRN000391,54.1189,1.0,11.6555,45.3541,796.2347,2.0314,0,Normal
TRN000392,307.6318,4.0,32.2236,39.4738,638.2523,3.7398,0,Normal
TRN000393,118.2456,3.0,17.1882,49.9734,229.6692,2.0823,0,Normal
TRN000394,142.2571,4.0,22.7138,9.8964,175.5869,1.1065,0,Normal
TRN000395,40.3035,3.0,15.2229,25.1889,183.1701,0.745,0,Normal
TRN000396,59.9728,3.0,18.6148,14.0082,602.7574,0.4378,0,Normal
TRN000397,193.5645,6.0,24.9384,73.5756,259.0164,1.1476,0,Normal
TRN000398,110.9881,2.0,17.7669,7.1134,135.2039,2.9355,0,Normal
TRN000399,33.6941,6.0,16.3013,82.8855,248.7996,0.4208,0,Normal
TRN000400,159.9184,1.0,21.5504,25.5649,389.7819,1.3554,0,Normal
TRN000401,68.7113,5.0,22.7813,50.5452,311.2279,1.3621,0,Normal
TRN000402,205.6075,3.0,15.6136,15.6315,644.0465,1.1449,0,Normal
TRN000403,93.7375,4.0,26.2454,6.4594,392.3794,2.0434,0,Normal
TRN000404,102.5892,5.0,22.2092,71.5138,421.3994,0.4274,0,Normal
TRN000405,184.5215,6.0,28.2671,37.1312,531.1896,2.6249,0,Normal
TRN000406,56.3128,2.0,20.7938,7.8498,516.4659,2.5685,0,Normal
TRN000407,53.8501,1.0,17.026,22.8312,248.1065,0.3148,0,Normal
TRN000408,88.3528,8.0,32.9184,21.3864,177.406,1.3936,0,Normal
TRN000409,135.9929,2.0,18.2933,36.1373,375.6717,2.109,0,Normal
TRN000410,42.4273,1.0,20.1571,9.8508,348.2341,1.2661,0,Normal
TRN000411,35.018,1.0,15.3403,7.6574,393.9579,3.1239,0,Normal
TRN000412,134.5532,6.0,28.2475,28.0697,411.7443,0.9896,0,Normal
TRN000413,64.9194,4.0,22.2903,10.4531,746.2788,1.6057,0,Normal
TRN000414,78.9127,3.0,25.4656,73.1154,285.987,0.7993,0,Normal
TRN000415,33.1926,3.0,21.2688,47.0071,420.5283,1.0751,0,Normal
TRN000416,65.1287,1.0,13.5648,45.9801,176.9608,1.932,0,Normal
TRN000417,99.8047,7.0,22.7868,2.3663,209.9344,0.5037,0,Normal
TRN000418,170.1031,2.0,20.7048,16.219,336.5025,2.2505,0,Normal
TRN000419,60.9886,4.0,16.3341,19.3941,192.8247,2.7722,0,Normal
TRN000420,254.2151,5.0,23.1366,8.8296,466.7542,0.5164,0,Normal
TRN000421,64.538,3.0,8.1186,39.5858,430.2235,0.6371,0,Normal
TRN000422,61.6904,1.0,7.9129,35.6019,231.4623,1.1149,0,Normal
TRN000423,211.4829,1.0,30.8289,44.5934,297.4316,1.9752,0,Normal
TRN000424,98.4591,4.0,18.1636,54.6234,606.0032,2.5641,0,Normal
TRN000425,66.1599,2.0,26.8329,52.6117,373.2908,1.2115,0,Normal
TRN000426,84.317,3.0,21.4669,138.2824,974.3066,1.3737,0,Normal
TRN000427,206.8226,4.0,24.99,24.5123,297.5789,1.1814,0,Normal
TRN000428,235.4003,3.0,17.236,21.1067,316.7132,3.2478,0,Normal
TRN000429,56.1196,1.0,15.4875,39.1915,336.5141,0.4572,0,Normal
TRN000430,93.5093,5.0,32.2337,61.8488,125.0329,1.6037,0,Normal
TRN000431,93.6032,2.0,26.0643,4.4082,308.7401,1.1473,0,Normal
TRN000432,55.9246,1.0,16.8286,11.9632,302.918,3.1424,0,Normal
TRN000433,90.1002,2.0,12.4102,14.8053,489.3041,2.2221,0,Normal
TRN000434,86.9388,1.0,11.757,26.6215,618.9368,1.5022,0,Normal
TRN000435,185.5359,6.0,23.2308,16.3051,283.6485,5.797,0,Normal
TRN000436,176.3011,1.0,26.0613,55.256,89.8638,1.8821,0,Normal
TRN000437,75.9707,4.0,28.8176,29.754,364.6432,1.4661,0,Normal
TRN000438,79.0951,1.0,17.2478,22.6047,191.5006,2.1629,0,Normal
TRN000439,130.4806,3.0,19.5514,35.8528,382.0137,3.3454,0,Normal
TRN000440,69.5253,5.0,29.6769,2.9224,376.7144,0.1942,0,Normal
TRN000441,128.0273,4.0,17.5881,34.5058,221.6513,1.456,0,Normal
TRN000442,90.8467,3.0,19.9387,10.7631,366.2847,3.0376,0,Normal
TRN000443,56.0562,5.0,23.7768,48.1666,137.9273,3.788,0,Normal
TRN000444,60.2146,3.0,14.2935,3.6477,394.6689,2.6508,0,Normal
TRN000445,203.6791,1.0,17.4492,37.7226,513.6042,0.2391,0,Normal
TRN000446,80.4335,2.0,14.2465,11.061,440.4198,5.5753,0,Normal
TRN000447,246.6608,3.0,32.2168,62.7534,251.2431,1.7718,0,Normal
TRN000448,69.3196,2.0,26.998,4.877,493.5872,0.7456,0,Normal
TRN000449,117.8422,5.0,24.1984,25.8234,464.2298,2.4498,0,Normal
TRN000450,356.665,3.0,27.6422,43.0383,475.3452,4.24,0,Normal
TRN000451,51.9345,3.0,15.3185,32.9551,658.0267,0.0777,0,Normal
TRN000452,33.6137,3.0,17.6852,32.7868,414.6536,0.1987,0,Normal
TRN000453,217.253,12.0,34.8527,7.0499,180.4317,0.5356,0,Normal
TRN000454,68.656,5.0,21.4178,6.5439,198.3679,0.7609,0,Normal
TRN000455,92.86,5.0,24.8163,31.7941,414.8344,1.4967,0,Normal
TRN000456,68.4004,5.0,19.8674,28.0143,113.5648,1.9553,0,Normal
TRN000457,116.0414,9.0,28.6135,9.2787,306.1291,2.779,0,Normal
TRN000458,53.2333,2.0,15.9359,8.7331,275.3926,1.7731,0,Normal
TRN000459,86.3854,1.0,14.9357,22.9044,457.158,0.5523,0,Normal
TRN000460,119.6547,4.0,19.9807,17.8643,161.4301,0.0782,0,Normal
TRN000461,54.7112,6.0,26.7259,91.9147,461.9369,1.4126,0,Normal
TRN000462,61.1271,1.0,6.7858,65.4665,296.2977,1.7037,0,Normal
TRN000463,72.1446,1.0,23.8965,46.8602,400.4036,1.9561,0,Normal
TRN000464,39.2379,2.0,17.051,71.3207,169.7497,1.1593,0,Normal
TRN000465,70.3908,3.0,22.0138,13.8098,471.4221,0.3238,0,Normal
TRN000466,97.5463,4.0,25.0395,15.819,561.052,3.2862,0,Normal
TRN000467,73.9509,2.0,14.048,58.7427,1406.4966,1.9385,0,Normal
TRN000468,92.1163,5.0,18.1523,25.759,386.5291,1.4418,0,Normal
TRN000469,99.2483,4.0,16.3123,27.0774,550.6686,2.0092,0,Normal
TRN000470,62.3009,2.0,15.9452,8.1222,192.4686,0.6198,0,Normal
TRN000471,139.5957,4.0,26.3819,56.7942,639.5562,0.2351,0,Normal
TRN000472,201.8003,3.0,20.6442,39.1262,143.8484,4.2514,0,Normal
TRN000473,71.3924,2.0,20.5384,19.7385,771.5838,0.0277,0,Normal
TRN000474,123.4629,2.0,7.4816,15.9279,366.3357,0.4082,0,Normal
TRN000475,85.096,4.0,19.0505,63.5472,151.91,0.6731,0,Normal
TRN000476,112.3768,4.0,27.7689,13.9709,279.5787,0.3022,0,Normal
TRN000477,236.692,3.0,23.9294,5.5956,547.616,1.9282,0,Normal
TRN000478,117.3651,4.0,17.9621,66.1465,309.2616,0.5506,0,Normal
TRN000479,35.29,2.0,12.9509,67.106,307.0209,4.2171,0,Normal
TRN000480,145.2421,14.0,22.9434,13.9189,521.4055,1.0271,0,Normal
TRN000481,186.6714,4.0,19.4745,104.4998,323.2774,2.1567,0,Normal
TRN000482,90.9879,9.0,33.9708,23.3841,618.6753,1.4838,0,Normal
TRN000483,162.6053,4.0,20.7782,14.0673,246.9319,0.0026,0,Normal
TRN000484,66.2575,3.0,16.4963,38.1544,118.9132,1.8862,0,Normal
TRN000485,41.2019,2.0,4.783,6.8526,333.4856,1.8967,0,Normal
TRN000486,100.1951,2.0,10.3526,10.381,354.9207,1.0704,0,Normal
TRN000487,34.2695,1.0,20.6497,31.9544,241.7106,0.6801,0,Normal
TRN000488,84.0842,4.0,24.0294,27.58,394.4917,2.9646,0,Normal
TRN000489,182.1795,1.0,13.3891,50.3886,130.7004,2.2228,0,Normal
TRN000490,34.0626,5.0,17.5393,8.0247,400.5037,3.2508,0,Normal
TRN000491,49.5695,4.0,19.5891,92.3625,175.3622,2.1946,0,Normal
TRN000492,54.1731,8.0,19.9154,17.5577,151.6167,0.8488,0,Normal
TRN000493,89.0038,4.0,11.0944,26.7741,349.6747,0.3977,0,Normal
TRN000494,78.5714,5.0,21.4539,16.8461,144.7025,0.6902,0,Normal
TRN000495,198.7201,3.0,26.3182,6.7895,96.3713,0.6355,0,Normal
TRN000496,167.5905,5.0,28.325,24.4434,428.5868,0.8009,0,Normal
TRN000497,113.825,2.0,23.3601,42.5987,186.8235,0.5963,0,Normal
TRN000498,99.5956,3.0,12.2181,21.4662,451.8336,1.4624,0,Normal
TRN000499,107.125,2.0,19.0389,11.5686,290.0921,1.8894,0,Normal
TRN000500,54.5304,3.0,17.0663,51.634,349.5024,0.6924,0,Normal
TRN000501,163.8345,5.0,24.7981,53.0829,552.1045,5.2527,0,Normal
TRN000502,53.6371,6.0,21.8184,20.5175,416.3852,3.8592,0,Normal
TRN000503,142.9371,4.0,19.7006,33.5363,456.9016,1.1291,0,Normal
TRN000504,168.1704,2.0,5.797,51.3546,448.2615,0.8357,0,Normal
TRN000505,94.7976,1.0,22.6271,42.2369,229.3934,1.7069,0,Normal
TRN000506,82.603,2.0,19.5411,32.7983,406.6335,0.1061,0,Normal
TRN000507,138.8364,20.0,39.4378,40.932,200.4004,0.7919,0,Normal
TRN000508,19.8885,5.0,22.5618,35.3563,407.108,1.9772,0,Normal
TRN000509,107.3886,3.0,18.0221,25.6171,282.7318,3.2781,0,Normal
TRN000510,90.3323,5.0,20.5668,7.8502,314.3615,3.9363,0,Normal
TRN000511,85.0142,3.0,15.6334,9.955,726.3141,1.4776,0,Normal
TRN000512,135.8481,2.0,22.4393,36.5468,438.4992,0.845,0,Normal
TRN000513,90.2923,6.0,20.1611,16.6943,239.1086,1.9391,0,Normal
TRN000514,49.7413,4.0,14.2568,35.537,130.2349,0.8653,0,Normal
TRN000515,90.835,4.0,26.8379,7.6304,355.4103,0.7099,0,Normal
TRN000516,99.0512,3.0,19.0724,12.6331,140.1901,0.2508,0,Normal
TRN000517,103.7475,6.0,23.8937,21.4656,774.4752,0.0889,0,Normal
TRN000518,98.8286,1.0,20.4213,1.736,319.1668,0.1861,0,Normal
TRN000519,175.1595,2.0,17.7927,11.0986,523.8072,0.8914,0,Normal
TRN000520,57.4165,7.0,22.1688,14.2355,157.1987,2.4592,0,Normal
TRN000521,98.3902,1.0,18.4722,29.2108,432.6749,1.5323,0,Normal
TRN000522,182.2116,4.0,16.6705,20.3654,580.4044,3.1871,0,Normal
TRN000523,39.3015,6.0,23.481,30.4657,451.1444,3.3184,0,Normal
TRN000524,102.2262,4.0,17.7994,26.3694,503.4722,1.1065,0,Normal
TRN000525,74.3236,2.0,21.8787,19.6555,412.3001,1.4663,0,Normal
TRN000526,74.5803,3.0,21.8436,14.3241,268.9775,1.1086,0,Normal
TRN000527,62.5905,7.0,26.7634,27.0975,204.9412,0.3517,0,Normal
TRN000528,85.8618,6.0,15.9704,61.9245,223.3136,0.1049,0,Normal
TRN000529,261.3934,3.0,25.1318,14.2454,784.0633,1.9959,0,Normal
TRN000530,51.7914,8.0,19.9264,89.7618,375.1341,2.9595,0,Normal
TRN000531,48.2519,5.0,21.0045,27.513,608.6653,0.0999,0,Normal
TRN000532,43.7035,2.0,4.9532,48.529,246.8609,7.0608,0,Normal
TRN000533,236.4073,3.0,17.0701,33.8302,488.0457,0.2013,0,Normal
TRN000534,74.4974,7.0,31.0526,37.7445,196.9044,1.8895,0,Normal
TRN000535,86.1772,3.0,21.3615,11.0144,294.2888,1.5603,0,Normal
TRN000536,77.8837,2.0,15.9569,16.5652,262.2948,2.0953,0,Normal
TRN000537,54.1497,3.0,13.8515,21.0553,737.7907,2.1425,0,Normal
TRN000538,88.4315,10.0,24.6738,40.4621,215.6949,0.6929,0,Normal
TRN000539,330.1407,2.0,27.5557,21.1863,460.264,2.2703,0,Normal
TRN000540,193.5721,3.0,21.5569,50.5062,417.8913,1.6292,0,Normal
TRN000541,54.4639,2.0,24.6395,18.0279,165.4918,0.5752,0,Normal
TRN000542,128.3128,3.0,20.0671,13.4318,612.0137,3.2917,0,Normal
TRN000543,60.062,7.0,24.8958,15.9391,648.9212,2.7871,0,Normal
TRN000544,34.8835,2.0,9.2784,43.4302,375.9699,0.6613,0,Normal
TRN000545,161.727,4.0,21.8569,76.5088,343.6176,1.0003,0,Normal
TRN000546,175.5839,3.0,23.5304,96.1359,117.6087,3.5629,0,Normal
TRN000547,168.251,4.0,22.0249,40.0972,151.8054,1.852,0,Normal
TRN000548,68.8775,3.0,16.4826,48.8104,290.0483,3.8114,0,Normal
TRN000549,89.08,2.0,19.7523,5.5686,200.4362,2.0424,0,Normal
TRN000550,147.0466,4.0,30.7207,7.4587,524.1282,0.3204,0,Normal
TRN000551,118.6584,2.0,19.8779,11.4839,148.3911,1.1426,0,Normal
TRN000552,77.8724,4.0,26.4465,64.6103,140.7237,0.1268,0,Normal
TRN000553,39.0603,3.0,20.9751,63.956,439.0921,0.937,0,Normal
TRN000554,114.778,10.0,36.439,111.1911,403.0586,0.6749,0,Normal
TRN000555,168.5701,5.0,22.3514,11.2327,361.9174,0.4071,0,Normal
TRN000556,47.645,2.0,15.6329,23.2132,489.018,0.1835,0,Normal
TRN000557,128.0943,1.0,16.9694,4.2475,235.636,0.8113,0,Normal
TRN000558,106.928,3.0,22.9739,6.2488,268.7711,0.8642,0,Normal
TRN000559,133.5206,2.0,23.6353,19.5885,396.5372,5.6229,0,Normal
TRN000560,144.7847,2.0,20.6927,11.7207,374.8023,3.3632,0,Normal
TRN000561,63.6134,3.0,23.11,11.8569,209.8348,3.5575,0,Normal
TRN000562,39.1943,7.0,21.0551,14.8485,568.152,0.2862,0,Normal
TRN000563,69.9672,5.0,26.3757,69.8826,168.2422,0.8118,0,Normal
TRN000564,146.9283,7.0,32.7215,55.6906,280.6237,2.5603,0,Normal
TRN000565,73.4132,3.0,22.4569,9.836,175.1462,0.6315,0,Normal
TRN000566,66.7984,9.0,28.5088,54.5781,956.23,0.9286,0,Normal
TRN000567,34.066,2.0,19.7589,12.6436,348.5178,4.6741,0,Normal
TRN000568,237.4322,1.0,17.3401,5.4827,193.4467,3.0272,0,Normal
TRN000569,152.2009,2.0,21.3188,14.3695,263.4383,4.1846,0,Normal
TRN000570,144.4131,2.0,21.557,31.4654,393.5407,0.1005,0,Normal
TRN000571,149.4091,1.0,12.0817,10.9719,522.1876,1.9969,0,Normal
TRN000572,128.0109,2.0,21.8533,39.5469,204.1638,0.4857,0,Normal
TRN000573,83.0281,3.0,13.1619,15.3085,666.1121,2.1061,0,Normal
TRN000574,81.8703,1.0,14.2259,33.2613,341.497,0.5667,0,Normal
TRN000575,74.7525,4.0,20.8151,9.7188,441.208,2.9052,0,Normal
TRN000576,373.6495,2.0,24.424,25.1262,252.5629,1.5774,0,Normal
TRN000577,138.529,6.0,26.2613,11.3047,601.4266,0.8327,0,Normal
TRN000578,78.5496,1.0,16.582,20.0837,408.913,2.2414,0,Normal
TRN000579,119.2529,2.0,15.0729,90.6953,242.524,0.9281,0,Normal
TRN000580,54.7972,6.0,25.7578,17.1796,271.2483,1.277,0,Normal
TRN000581,195.3125,1.0,16.5152,7.2836,532.4119,0.0515,0,Normal
TRN000582,61.6448,4.0,31.5974,26.4323,428.6155,1.6457,0,Normal
TRN000583,121.3551,2.0,18.7,26.7976,286.1066,1.747,0,Normal
TRN000584,159.8954,3.0,16.2399,26.6587,517.4828,1.4654,0,Normal
TRN000585,120.7086,5.0,18.8031,37.8357,386.8309,0.8152,0,Normal
TRN000586,113.2052,4.0,27.7001,16.4696,106.0611,0.5583,0,Normal
TRN000587,89.1347,4.0,19.074,40.6803,315.2152,0.0277,0,Normal
TRN000588,87.0762,2.0,11.2288,24.2957,526.3912,0.3283,0,Normal
TRN000589,69.0488,6.0,27.6853,6.8439,771.5896,2.5069,0,Normal
TRN000590,81.3731,7.0,23.2702,45.023,183.0341,2.6111,0,Normal
TRN000591,199.5903,3.0,26.7528,28.4934,508.723,1.2523,0,Normal
TRN000592,89.3981,4.0,25.8068,39.095,340.2218,3.5197,0,Normal
TRN000593,68.7664,9.0,29.2791,7.7383,165.4682,1.423,0,Normal
TRN000594,65.6133,1.0,27.776,47.0042,173.6427,1.7939,0,Normal
TRN000595,161.6667,4.0,15.0346,107.4072,186.9539,1.6635,0,Normal
TRN000596,132.7236,2.0,15.5556,7.1336,136.7073,1.841,0,Normal
TRN000597,123.9925,4.0,21.06,51.9062,157.001,2.0621,0,Normal
TRN000598,85.3396,4.0,32.2928,28.5894,347.3695,1.509,0,Normal
TRN000599,130.023,4.0,31.5408,24.5063,104.6837,2.958,0,Normal
TRN000600,60.9457,2.0,23.5766,47.4026,205.9499,0.2688,0,Normal
TRN000601,83.6124,4.0,16.9558,43.6751,272.8188,0.0898,0,Normal
TRN000602,154.8984,1.0,15.5339,61.4385,206.6529,1.5782,0,Normal
TRN000603,164.2872,10.0,28.6073,8.0583,146.8312,0.9943,0,Normal
TRN000604,52.8272,2.0,12.9318,63.1418,334.3923,1.2204,0,Normal
TRN000605,56.6066,1.0,22.9448,33.0044,204.2862,3.084,0,Normal
TRN000606,102.5535,3.0,18.8705,4.403,213.4199,1.2527,0,Normal
TRN000607,253.2388,8.0,32.3059,17.3203,307.3282,1.8978,0,Normal
TRN000608,33.4894,2.0,20.0441,29.112,458.6465,1.0772,0,Normal
TRN000609,101.47,3.0,11.7338,16.9881,232.2167,3.2551,0,Normal
TRN000610,45.3123,3.0,18.3492,22.0777,238.9058,1.616,0,Normal
TRN000611,62.8558,1.0,10.2156,14.9376,161.8391,1.1545,0,Normal
TRN000612,77.5988,2.0,16.2439,146.6084,523.299,2.1253,0,Normal
TRN000613,69.6859,3.0,16.0069,41.1758,337.5193,0.0368,0,Normal
TRN000614,71.5998,2.0,14.3161,26.3234,506.1891,0.5544,0,Normal
TRN000615,90.2976,3.0,20.7883,9.4987,548.6566,2.7264,0,Normal
TRN000616,65.7517,2.0,18.4074,61.5567,230.4687,2.6053,0,Normal
TRN000617,43.7008,5.0,19.9304,37.2286,853.6208,2.8684,0,Normal
TRN000618,145.6621,7.0,29.4516,10.5071,486.5989,1.2787,0,Normal
TRN000619,137.2464,3.0,16.9606,10.5805,355.3285,0.3247,0,Normal
TRN000620,163.6468,9.0,34.6356,22.5303,241.9644,0.3436,0,Normal
TRN000621,39.1913,3.0,16.8407,26.5393,221.3909,0.8542,0,Normal
TRN000622,110.4771,1.0,14.9484,40.4482,332.5314,1.5242,0,Normal
TRN000623,137.7933,7.0,23.349,23.7903,375.0309,0.7396,0,Normal
TRN000624,51.4328,3.0,17.0932,43.056,89.4001,2.0291,0,Normal
TRN000625,96.6659,5.0,32.2365,17.0028,261.1896,3.9239,0,Normal
TRN000626,85.4121,2.0,17.6729,23.8428,366.6687,0.9623,0,Normal
TRN000627,252.2576,3.0,19.607,63.1912,412.6043,2.3179,0,Normal
TRN000628,294.6455,9.0,40.4067,44.5146,306.0749,2.0543,0,Normal
TRN000629,35.6618,1.0,12.3885,25.0284,406.0971,0.7259,0,Normal
TRN000630,336.5397,1.0,26.6977,32.0957,221.5931,0.2714,0,Normal
TRN000631,62.9835,6.0,20.1761,23.9307,400.7267,0.3876,0,Normal
TRN000632,193.2135,17.0,50.6663,6.3179,372.6702,1.1443,0,Normal
TRN000633,156.2337,1.0,16.0144,78.872,544.112,0.2009,0,Normal
TRN000634,49.9786,2.0,23.7385,11.1979,683.8825,3.1335,0,Normal
TRN000635,120.7326,1.0,12.4793,18.1683,551.0093,3.6366,0,Normal
TRN000636,86.8656,6.0,22.5758,129.8003,286.066,3.018,0,Normal
TRN000637,125.6296,3.0,27.897,9.1279,167.1476,5.2694,0,Normal
TRN000638,100.8359,1.0,17.8701,22.8027,205.8673,0.3914,0,Normal
TRN000639,186.9837,9.0,43.4018,66.1752,674.264,0.47,0,Normal
TRN000640,100.5867,3.0,18.6748,91.0076,341.7132,0.3216,0,Normal
TRN000641,79.8812,4.0,22.0811,36.8297,380.4074,2.2799,0,Normal
TRN000642,178.3228,3.0,32.267,61.9633,505.8649,0.7014,0,Normal
TRN000643,148.5689,5.0,17.1303,20.9033,330.8782,0.412,0,Normal
TRN000644,141.2891,3.0,13.2564,0.8454,594.1243,5.522,0,Normal
TRN000645,63.7783,3.0,14.7547,58.0487,155.7694,0.26,0,Normal
TRN000646,52.2519,1.0,19.3957,24.5592,422.6688,2.6965,0,Normal
TRN000647,71.0277,6.0,15.4367,18.8826,782.7623,2.9974,0,Normal
TRN000648,61.7958,1.0,18.6481,17.4531,618.8651,2.0402,0,Normal
TRN000649,145.5158,2.0,22.7266,42.4246,637.6167,0.4525,0,Normal
TRN000650,156.8196,3.0,32.0606,42.0544,146.9649,0.5395,0,Normal
TRN000651,97.4871,9.0,34.1395,25.1542,369.4601,0.5671,0,Normal
TRN000652,203.6259,4.0,26.9472,35.48,309.4373,3.4127,0,Normal
TRN000653,222.1517,5.0,34.071,8.9427,205.1694,0.5102,0,Normal
TRN000654,101.5822,3.0,22.7499,21.1686,372.5626,1.5682,0,Normal
TRN000655,61.6507,7.0,22.3574,9.3666,168.0664,1.2319,0,Normal
TRN000656,226.6539,9.0,27.7099,9.0465,405.6148,1.6343,0,Normal
TRN000657,86.7413,2.0,15.1891,32.9058,196.7129,0.8949,0,Normal
TRN000658,101.2928,6.0,24.3449,26.2696,395.0742,3.0609,0,Normal
TRN000659,83.8856,6.0,24.8111,17.0342,210.5917,1.0293,0,Normal
TRN000660,56.3864,6.0,12.2975,20.285,277.2769,2.1647,0,Normal
TRN000661,38.812,2.0,15.2606,35.0855,263.4256,0.8765,0,Normal
TRN000662,132.3888,4.0,22.7765,43.0809,306.1137,1.6111,0,Normal
TRN000663,58.2196,3.0,21.2754,38.0012,322.6922,0.563,0,Normal
TRN000664,494.441,7.0,47.9394,4.1606,264.0681,1.0896,0,Normal
TRN000665,51.257,4.0,20.7223,1.5775,185.2316,3.0378,0,Normal
TRN000666,43.5756,2.0,11.9773,12.2443,562.9671,0.8037,0,Normal
TRN000667,115.5228,2.0,9.9529,1.6119,329.9946,2.5222,0,Normal
TRN000668,223.1888,4.0,29.2467,72.4737,376.96,5.7904,0,Normal
TRN000669,94.3927,3.0,15.4583,19.7093,264.1287,0.0936,0,Normal
TRN000670,116.5591,2.0,23.4138,6.7916,971.4483,3.004,0,Normal
TRN000671,35.6043,6.0,29.2333,19.513,345.1163,1.3989,0,Normal
TRN000672,65.4665,7.0,17.071,3.0295,577.8405,2.5098,0,Normal
TRN000673,50.0342,3.0,21.0207,6.9663,279.7099,1.615,0,Normal
TRN000674,31.0862,2.0,22.5511,18.2686,431.5089,0.0368,0,Normal
TRN000675,105.0226,1.0,22.271,15.6976,299.4818,1.0738,0,Normal
TRN000676,27.8048,2.0,5.4913,18.1366,530.2834,1.3885,0,Normal
TRN000677,53.6582,17.0,35.1098,35.9555,249.2164,2.5451,0,Normal
TRN000678,71.3513,1.0,9.5964,51.2171,173.1823,1.734,0,Normal
TRN000679,60.5749,2.0,19.7375,27.6459,376.3149,1.2229,0,Normal
TRN000680,115.3169,2.0,21.1027,53.226,548.6607,0.7354,0,Normal
TRN000681,116.3525,5.0,10.0829,16.0249,304.2813,2.7947,0,Normal
TRN000682,158.7831,1.0,17.5532,58.5554,245.631,0.142,0,Normal
TRN000683,153.3783,7.0,31.8718,28.0023,155.7565,0.2379,0,Normal
TRN000684,170.6222,2.0,21.7117,48.0101,552.6343,0.3538,0,Normal
TRN000685,91.3828,3.0,20.4297,16.3211,201.1897,1.0585,0,Normal
TRN000686,107.8689,2.0,16.9504,26.9856,262.1973,0.9313,0,Normal
