invoice_no,customer_id,invoice_date,product_code,quantity,unit_price,is_cancelled,known_profile
INV000220,CU0033,2025-01-30,P068,3,34.52,False,Riskli
INV000733,CU0102,2025-01-30,P045,2,254.87,False,Sampiyon
INV000733,CU0102,2025-01-30,P029,3,25.93,False,Sampiyon
INV004447,CU0588,2025-01-30,P115,3,15.94,False,Riskli
INV003272,CU0433,2025-01-30,P079,1,280.21,False,Potansiyel
INV001164,CU0160,2025-01-30,P044,3,7.77,False,Potansiyel
INV000734,CU0102,2025-01-30,P049,4,63.55,False,Sampiyon
INV000734,CU0102,2025-01-30,P043,5,67.79,False,Sampiyon
INV002727,CU0356,2025-01-30,P087,3,5.0,False,Sadik
INV000606,CU0084,2025-01-31,P022,3,149.08,False,Sadik
INV002137,CU0280,2025-01-31,P047,2,100.8,False,Sadik
INV003960,CU0524,2025-01-31,P056,4,57.11,False,Potansiyel
INV002137,CU0280,2025-01-31,P050,2,8.46,False,Sadik
INV002137,CU0280,2025-01-31,P117,5,10.68,False,Sadik
INV000556,CU0077,2025-01-31,P093,5,71.7,False,Sadik
INV000039,CU0005,2025-01-31,P045,2,41.3,False,Sampiyon
INV000379,CU0052,2025-01-31,P147,4,83.94,False,Riskli
INV000710,CU0098,2025-01-31,P095,2,6.37,False,Sampiyon
INV000039,CU0005,2025-01-31,P043,5,119.8,False,Sampiyon
INV000710,CU0098,2025-01-31,P076,1,120.41,False,Sampiyon
INV000710,CU0098,2025-01-31,P064,1,131.66,False,Sampiyon
INV001442,CU0200,2025-01-31,P075,5,7.88,False,Sampiyon
INV001044,CU0145,2025-01-31,P048,2,102.09,False,Riskli
INV001044,CU0145,2025-01-31,P095,1,238.14,False,Riskli
INV001044,CU0145,2025-01-31,P084,2,17.79,False,Riskli
INV000710,CU0098,2025-01-31,P019,2,271.45,False,Sampiyon
INV001442,CU0200,2025-01-31,P092,3,171.72,False,Sampiyon
INV002652,CU0343,2025-01-31,P170,2,151.83,False,Potansiyel
INV000592,CU0083,2025-01-31,P124,2,72.47,False,Sadik
INV000592,CU0083,2025-01-31,P085,5,46.14,False,Sadik
INV002137,CU0280,2025-01-31,P083,2,55.01,False,Sadik
INV000795,CU0110,2025-01-31,P061,1,40.65,False,Uykuda
INV003127,CU0415,2025-01-31,P149,3,254.11,False,Sampiyon
INV000795,CU0110,2025-01-31,P139,4,9.91,False,Uykuda
INV000437,CU0060,2025-01-31,P169,1,265.18,False,Riskli
INV001234,CU0170,2025-01-31,P016,3,64.32,False,Sadik
INV001234,CU0170,2025-01-31,P071,4,10.2,False,Sadik
INV001234,CU0170,2025-01-31,P178,3,35.4,False,Sadik
INV003998,CU0530,2025-01-31,P094,1,5.0,False,Riskli
INV000795,CU0110,2025-01-31,P066,5,5.0,False,Uykuda
INV003998,CU0530,2025-01-31,P103,5,55.11,False,Riskli
INV000039,CU0005,2025-01-31,P103,4,29.6,False,Sampiyon
INV000231,CU0035,2025-01-31,P074,3,19.06,False,Sampiyon
INV003998,CU0530,2025-01-31,P062,4,5.0,False,Riskli
INV000786,CU0107,2025-01-31,P025,2,121.02,False,Riskli
INV000231,CU0035,2025-01-31,P085,4,51.61,False,Sampiyon
INV000231,CU0035,2025-01-31,P177,1,275.83,False,Sampiyon
INV000231,CU0035,2025-01-31,P017,2,99.63,False,Sampiyon
INV002877,CU0375,2025-01-31,P145,5,66.59,False,Sampiyon
INV002877,CU0375,2025-01-31,P045,5,60.47,False,Sampiyon
INV000795,CU0110,2025-01-31,P158,4,11.11,False,Uykuda
INV000786,CU0107,2025-01-31,P135,5,14.72,False,Riskli
INV000786,CU0107,2025-01-31,P088,1,66.45,False,Riskli
INV000786,CU0107,2025-01-31,P138,4,5.0,False,Riskli
INV002593,CU0330,2025-02-01,P126,2,5.0,False,Riskli
INV003750,CU0498,2025-02-01,P005,1,187.45,False,Sampiyon
INV002593,CU0330,2025-02-01,P160,2,95.75,False,Riskli
INV003750,CU0498,2025-02-01,P155,3,218.36,False,Sampiyon
INV003432,CU0453,2025-02-01,P132,4,23.0,False,Uykuda
INV002206,CU0288,2025-02-01,P016,2,75.81,False,Potansiyel
INV003432,CU0453,2025-02-01,P018,2,13.49,False,Uykuda
INV003432,CU0453,2025-02-01,P101,5,5.0,False,Uykuda
INV003432,CU0453,2025-02-01,P172,4,7.7,False,Uykuda
INV002053,CU0271,2025-02-01,P074,2,5.66,False,Riskli
INV002053,CU0271,2025-02-01,P101,4,18.59,False,Riskli
INV002053,CU0271,2025-02-01,P170,4,70.27,False,Riskli
INV002206,CU0288,2025-02-01,P111,4,5.98,False,Potansiyel
INV000774,CU0105,2025-02-01,P023,3,77.5,False,Riskli
INV002593,CU0330,2025-02-01,P017,3,18.71,False,Riskli
INV002433,CU0316,2025-02-01,P139,4,65.92,False,Riskli
INV000212,CU0030,2025-02-01,P090,2,163.95,False,Potansiyel
INV001610,CU0219,2025-02-01,P038,1,18.38,False,Sadik
INV001130,CU0154,2025-02-01,P082,1,42.4,False,Riskli
INV003543,CU0469,2025-02-01,P036,3,31.45,False,Sampiyon
INV001610,CU0219,2025-02-01,P129,2,143.69,False,Sadik
INV001130,CU0154,2025-02-01,P150,4,28.6,False,Riskli
INV002433,CU0316,2025-02-01,P034,3,28.1,False,Riskli
INV003543,CU0469,2025-02-01,P124,5,7.99,False,Sampiyon
INV003543,CU0469,2025-02-01,P030,2,158.92,False,Sampiyon
INV004016,CU0532,2025-02-01,P064,5,8.53,False,Sampiyon
INV001130,CU0154,2025-02-01,P104,1,91.15,False,Riskli
INV001130,CU0154,2025-02-01,P137,3,14.76,False,Riskli
INV003543,CU0469,2025-02-01,P001,4,46.88,False,Sampiyon
INV002593,CU0330,2025-02-01,P109,1,82.31,False,Riskli
INV004016,CU0532,2025-02-01,P163,5,145.86,False,Sampiyon
INV002461,CU0319,2025-02-01,P140,1,319.68,False,Sadik
INV001385,CU0188,2025-02-02,P038,3,26.63,False,Sadik
INV001497,CU0206,2025-02-02,P080,2,89.43,False,Potansiyel
INV002079,CU0274,2025-02-02,P050,4,101.16,False,Sampiyon
INV002079,CU0274,2025-02-02,P166,1,338.83,False,Sampiyon
INV001501,CU0207,2025-02-02,P153,3,10.01,False,Uykuda
INV000447,CU0061,2025-02-02,P056,5,73.54,False,Sadik
INV001501,CU0207,2025-02-02,P102,4,33.73,False,Uykuda
INV002061,CU0272,2025-02-02,P028,2,183.11,False,Riskli
INV000447,CU0061,2025-02-02,P019,1,19.45,False,Sadik
INV000892,CU0127,2025-02-02,P091,3,5.0,False,Sadik
INV000892,CU0127,2025-02-02,P090,5,64.5,False,Sadik
INV001501,CU0207,2025-02-02,P159,1,9.88,False,Uykuda
INV001501,CU0207,2025-02-02,P061,4,15.04,False,Uykuda
INV001385,CU0188,2025-02-02,P121,5,36.43,False,Sadik
INV000194,CU0026,2025-02-02,P016,4,6.87,False,Uykuda
INV003636,CU0480,2025-02-02,P077,4,63.96,False,Potansiyel
INV003636,CU0480,2025-02-02,P016,2,6.67,False,Potansiyel
INV001567,CU0214,2025-02-02,P164,3,17.27,False,Sampiyon
INV003648,CU0482,2025-02-02,P047,5,13.8,False,Uykuda
INV000481,CU0065,2025-02-02,P178,3,54.26,False,Riskli
INV003648,CU0482,2025-02-02,P010,2,19.69,False,Uykuda
INV003648,CU0482,2025-02-02,P064,3,5.0,False,Uykuda
INV000481,CU0065,2025-02-02,P144,2,8.16,False,Riskli
INV000481,CU0065,2025-02-02,P107,1,208.18,False,Riskli
INV000481,CU0065,2025-02-02,P151,4,7.28,False,Riskli
INV001567,CU0214,2025-02-02,P117,5,26.35,False,Sampiyon
INV001567,CU0214,2025-02-02,P060,1,363.19,False,Sampiyon
INV003250,CU0430,2025-02-02,P121,5,27.54,False,Potansiyel
INV003250,CU0430,2025-02-02,P072,1,205.75,False,Potansiyel
INV003225,CU0427,2025-02-02,P119,5,99.56,False,Sadik
INV000956,CU0134,2025-02-02,P108,3,199.37,False,Sampiyon
INV000956,CU0134,2025-02-02,P162,1,197.43,False,Sampiyon
INV002421,CU0314,2025-02-02,P093,2,71.74,False,Sadik
INV003834,CU0508,2025-02-02,P061,5,116.72,False,Sampiyon
INV000194,CU0026,2025-02-02,P155,1,9.46,False,Uykuda
INV001497,CU0206,2025-02-02,P169,4,17.29,False,Potansiyel
INV003636,CU0480,2025-02-02,P006,2,5.77,False,Potansiyel
INV003636,CU0480,2025-02-02,P004,5,10.57,False,Potansiyel
INV000194,CU0026,2025-02-02,P057,1,55.43,False,Uykuda
INV002352,CU0305,2025-02-02,P033,3,18.2,False,Potansiyel
INV002421,CU0314,2025-02-02,P027,1,246.63,False,Sadik
INV001136,CU0156,2025-02-02,P162,4,5.0,False,Sadik
INV000389,CU0053,2025-02-02,P094,4,44.4,False,Riskli
INV002352,CU0305,2025-02-02,P145,2,57.35,False,Potansiyel
INV002520,CU0324,2025-02-02,P024,4,46.24,False,Sampiyon
INV004040,CU0534,2025-02-02,P023,2,5.9,False,Sadik
INV004040,CU0534,2025-02-02,P027,2,33.59,False,Sadik
INV003510,CU0465,2025-02-02,P161,2,332.29,False,Sampiyon
INV004040,CU0534,2025-02-02,P030,3,107.87,False,Sadik
INV004040,CU0534,2025-02-02,P130,4,21.07,False,Sadik
INV000389,CU0053,2025-02-02,P110,2,110.11,False,Riskli
CINV002300,CU0299,2025-02-02,P062,-5,5.0,True,Potansiyel
INV003589,CU0474,2025-02-02,P144,3,18.25,False,Uykuda
INV003589,CU0474,2025-02-02,P165,5,9.04,False,Uykuda
INV003589,CU0474,2025-02-02,P058,1,59.99,False,Uykuda
CINV002352,CU0305,2025-02-02,P129,-2,17.84,True,Potansiyel
INV002300,CU0299,2025-02-02,P111,5,5.0,False,Potansiyel
INV002300,CU0299,2025-02-02,P085,5,13.6,False,Potansiyel
INV002300,CU0299,2025-02-02,P107,5,38.74,False,Potansiyel
INV002300,CU0299,2025-02-02,P062,5,5.0,False,Potansiyel
INV003589,CU0474,2025-02-02,P094,3,16.63,False,Uykuda
INV002520,CU0324,2025-02-02,P166,1,317.79,False,Sampiyon
INV003739,CU0497,2025-02-02,P129,4,63.15,False,Riskli
INV003724,CU0494,2025-02-02,P162,3,40.61,False,Uykuda
INV001021,CU0143,2025-02-02,P129,4,108.05,False,Sampiyon
INV002520,CU0324,2025-02-02,P017,4,83.48,False,Sampiyon
INV001021,CU0143,2025-02-02,P124,1,84.54,False,Sampiyon
INV001136,CU0156,2025-02-02,P161,3,12.71,False,Sadik
INV003051,CU0401,2025-02-02,P007,1,189.12,False,Potansiyel
INV002352,CU0305,2025-02-02,P133,1,5.0,False,Potansiyel
INV002352,CU0305,2025-02-02,P129,2,17.84,False,Potansiyel
INV001272,CU0175,2025-02-02,P061,5,73.41,False,Potansiyel
INV003724,CU0494,2025-02-02,P087,3,5.0,False,Uykuda
INV001136,CU0156,2025-02-02,P029,1,208.71,False,Sadik
INV003724,CU0494,2025-02-02,P177,4,6.46,False,Uykuda
INV001136,CU0156,2025-02-02,P031,5,10.84,False,Sadik
INV004045,CU0535,2025-02-03,P033,4,24.71,False,Potansiyel
INV001849,CU0250,2025-02-03,P146,1,236.99,False,Riskli
INV001850,CU0250,2025-02-03,P127,5,95.67,False,Riskli
CINV001110,CU0152,2025-02-03,P012,-4,47.42,True,Sampiyon
INV004264,CU0565,2025-02-03,P131,1,20.83,False,Riskli
INV002767,CU0362,2025-02-03,P153,3,172.46,False,Sampiyon
INV002767,CU0362,2025-02-03,P088,2,90.22,False,Sampiyon
INV003475,CU0461,2025-02-03,P050,4,81.76,False,Riskli
INV001849,CU0250,2025-02-03,P176,4,26.35,False,Riskli
INV001849,CU0250,2025-02-03,P033,5,17.88,False,Riskli
INV004108,CU0541,2025-02-03,P012,4,121.54,False,Sadik
INV002692,CU0351,2025-02-03,P025,1,264.09,False,Riskli
INV001680,CU0226,2025-02-03,P054,5,22.29,False,Potansiyel
INV001680,CU0226,2025-02-03,P100,1,88.88,False,Potansiyel
INV001680,CU0226,2025-02-03,P033,1,5.0,False,Potansiyel
CINV003533,CU0468,2025-02-03,P123,-2,117.02,True,Sadik
INV000909,CU0129,2025-02-03,P113,4,38.01,False,Sampiyon
INV001110,CU0152,2025-02-03,P012,4,47.42,False,Sampiyon
INV001849,CU0250,2025-02-03,P053,2,20.1,False,Riskli
INV001110,CU0152,2025-02-03,P055,3,32.79,False,Sampiyon
INV001110,CU0152,2025-02-03,P015,3,90.46,False,Sampiyon
INV001110,CU0152,2025-02-03,P079,1,66.62,False,Sampiyon
INV004045,CU0535,2025-02-03,P076,1,9.05,False,Potansiyel
INV004045,CU0535,2025-02-03,P139,3,5.0,False,Potansiyel
INV004045,CU0535,2025-02-03,P012,5,10.42,False,Potansiyel
INV002692,CU0351,2025-02-03,P118,2,95.5,False,Riskli
INV000909,CU0129,2025-02-03,P061,4,76.86,False,Sampiyon
INV001899,CU0256,2025-02-03,P057,2,344.92,False,Sampiyon
INV002397,CU0310,2025-02-03,P132,3,146.78,False,Riskli
INV004264,CU0565,2025-02-03,P025,1,301.92,False,Riskli
INV003967,CU0526,2025-02-03,P145,5,13.48,False,Sadik
INV003967,CU0526,2025-02-03,P080,5,50.78,False,Sadik
INV002511,CU0323,2025-02-03,P144,2,239.62,False,Riskli
INV003533,CU0468,2025-02-03,P055,3,12.24,False,Sadik
INV003533,CU0468,2025-02-03,P022,4,51.07,False,Sadik
INV003533,CU0468,2025-02-03,P123,2,117.02,False,Sadik
INV000673,CU0093,2025-02-03,P126,2,5.0,False,Sadik
INV003948,CU0521,2025-02-03,P120,1,405.74,False,Riskli
INV003637,CU0480,2025-02-03,P054,3,54.61,False,Potansiyel
INV000673,CU0093,2025-02-03,P064,4,24.72,False,Sadik
INV002384,CU0309,2025-02-03,P146,4,106.68,False,Sadik
INV000673,CU0093,2025-02-03,P137,3,32.44,False,Sadik
CINV001849,CU0250,2025-02-03,P053,-2,20.1,True,Riskli
INV000673,CU0093,2025-02-03,P166,2,100.35,False,Sadik
INV003637,CU0480,2025-02-03,P177,4,15.49,False,Potansiyel
INV001611,CU0219,2025-02-04,P179,5,26.84,False,Sadik
INV002896,CU0376,2025-02-04,P170,4,5.0,False,Riskli
INV000787,CU0107,2025-02-04,P115,1,82.35,False,Riskli
INV000787,CU0107,2025-02-04,P142,5,33.76,False,Riskli
INV002844,CU0371,2025-02-04,P163,1,454.46,False,Sampiyon
INV003247,CU0429,2025-02-04,P133,2,33.26,False,Potansiyel
INV002896,CU0376,2025-02-04,P176,4,30.04,False,Riskli
INV001611,CU0219,2025-02-04,P171,3,5.86,False,Sadik
INV000395,CU0054,2025-02-04,P059,2,66.97,False,Sadik
INV000787,CU0107,2025-02-04,P122,2,34.14,False,Riskli
INV001921,CU0259,2025-02-04,P140,5,21.35,False,Sadik
INV001921,CU0259,2025-02-04,P011,4,13.15,False,Sadik
INV001921,CU0259,2025-02-04,P101,5,9.93,False,Sadik
INV000282,CU0040,2025-02-04,P010,2,314.28,False,Sampiyon
INV000787,CU0107,2025-02-04,P161,2,29.94,False,Riskli
INV001230,CU0169,2025-02-04,P017,5,74.87,False,Potansiyel
INV004276,CU0567,2025-02-04,P059,3,129.01,False,Riskli
INV001921,CU0259,2025-02-04,P049,4,24.25,False,Sadik
INV000282,CU0040,2025-02-04,P170,4,53.16,False,Sampiyon
INV000395,CU0054,2025-02-04,P099,3,5.0,False,Sadik
INV000395,CU0054,2025-02-04,P040,2,56.32,False,Sadik
INV001611,CU0219,2025-02-04,P150,1,118.34,False,Sadik
INV002923,CU0382,2025-02-04,P071,1,466.0,False,Riskli
INV001611,CU0219,2025-02-04,P096,4,13.02,False,Sadik
INV002844,CU0371,2025-02-04,P052,2,42.67,False,Sampiyon
INV003247,CU0429,2025-02-04,P157,3,9.93,False,Potansiyel
INV002896,CU0376,2025-02-04,P017,1,99.11,False,Riskli
INV002594,CU0330,2025-02-04,P178,5,33.5,False,Riskli
INV002844,CU0371,2025-02-04,P104,3,39.98,False,Sampiyon
INV002594,CU0330,2025-02-04,P068,2,84.13,False,Riskli
INV003247,CU0429,2025-02-04,P177,2,115.15,False,Potansiyel
INV001045,CU0145,2025-02-04,P069,5,94.11,False,Riskli
INV000780,CU0106,2025-02-04,P155,2,131.25,False,Potansiyel
INV000780,CU0106,2025-02-04,P094,4,6.17,False,Potansiyel
INV001629,CU0221,2025-02-04,P179,2,123.02,False,Potansiyel
INV003247,CU0429,2025-02-04,P174,2,18.42,False,Potansiyel
INV002896,CU0376,2025-02-04,P158,1,150.13,False,Riskli
INV002512,CU0323,2025-02-05,P025,2,19.64,False,Riskli
INV002512,CU0323,2025-02-05,P062,1,372.64,False,Riskli
INV000326,CU0045,2025-02-05,P083,2,38.08,False,Sadik
INV002306,CU0300,2025-02-05,P023,1,676.27,False,Sampiyon
INV002610,CU0333,2025-02-05,P065,4,5.0,False,Riskli
INV002610,CU0333,2025-02-05,P051,5,16.37,False,Riskli
INV002610,CU0333,2025-02-05,P063,3,48.88,False,Riskli
INV002610,CU0333,2025-02-05,P069,4,5.63,False,Riskli
INV002574,CU0329,2025-02-05,P143,1,587.55,False,Sampiyon
INV002512,CU0323,2025-02-05,P077,3,7.72,False,Riskli
CINV000980,CU0136,2025-02-05,P124,-5,30.26,True,Sadik
CINV000085,CU0008,2025-02-05,P048,-3,80.68,True,Riskli
INV001900,CU0256,2025-02-05,P100,1,474.19,False,Sampiyon
INV000326,CU0045,2025-02-05,P059,3,97.56,False,Sadik
INV002180,CU0284,2025-02-05,P172,5,23.47,False,Potansiyel
INV001900,CU0256,2025-02-05,P130,1,311.64,False,Sampiyon
INV003081,CU0406,2025-02-05,P078,4,27.25,False,Uykuda
INV004313,CU0573,2025-02-05,P134,1,5.81,False,Riskli
INV004313,CU0573,2025-02-05,P161,1,438.5,False,Riskli
INV000246,CU0036,2025-02-05,P010,4,72.94,False,Sadik
INV003081,CU0406,2025-02-05,P064,4,9.13,False,Uykuda
INV000085,CU0008,2025-02-05,P048,3,80.68,False,Riskli
INV000246,CU0036,2025-02-05,P078,3,12.13,False,Sadik
INV000246,CU0036,2025-02-05,P179,1,112.14,False,Sadik
INV000980,CU0136,2025-02-05,P146,3,21.44,False,Sadik
INV000980,CU0136,2025-02-05,P013,5,35.62,False,Sadik
INV000245,CU0036,2025-02-05,P025,5,41.86,False,Sadik
INV000980,CU0136,2025-02-05,P124,5,30.26,False,Sadik
INV001900,CU0256,2025-02-05,P001,2,27.52,False,Sampiyon
INV002385,CU0309,2025-02-05,P134,4,98.06,False,Sadik
INV002385,CU0309,2025-02-05,P177,1,93.2,False,Sadik
INV003534,CU0468,2025-02-05,P013,2,152.37,False,Sadik
INV002385,CU0309,2025-02-05,P168,4,5.0,False,Sadik
INV002180,CU0284,2025-02-05,P138,3,5.0,False,Potansiyel
INV002180,CU0284,2025-02-05,P133,3,8.34,False,Potansiyel
INV002180,CU0284,2025-02-05,P161,2,86.37,False,Potansiyel
INV003534,CU0468,2025-02-05,P040,2,12.48,False,Sadik
INV000245,CU0036,2025-02-05,P112,1,194.83,False,Sadik
INV004144,CU0545,2025-02-06,P169,2,214.41,False,Riskli
INV002619,CU0335,2025-02-06,P093,3,73.71,False,Riskli
INV004307,CU0572,2025-02-06,P171,2,111.73,False,Sadik
INV000380,CU0052,2025-02-06,P047,1,56.52,False,Riskli
INV000380,CU0052,2025-02-06,P117,4,39.46,False,Riskli
INV000380,CU0052,2025-02-06,P093,3,5.0,False,Riskli
INV002037,CU0269,2025-02-06,P050,4,77.26,False,Sampiyon
INV002037,CU0269,2025-02-06,P170,5,5.0,False,Sampiyon
INV001975,CU0264,2025-02-06,P144,3,9.46,False,Sadik
INV001975,CU0264,2025-02-06,P133,2,173.39,False,Sadik
INV003370,CU0446,2025-02-06,P165,1,622.63,False,Sampiyon
INV003370,CU0446,2025-02-06,P021,4,53.7,False,Sampiyon
INV002037,CU0269,2025-02-06,P019,5,43.85,False,Sampiyon
INV002037,CU0269,2025-02-06,P168,5,16.05,False,Sampiyon
INV000380,CU0052,2025-02-06,P064,4,9.95,False,Riskli
INV001975,CU0264,2025-02-06,P006,1,28.91,False,Sadik
INV004307,CU0572,2025-02-06,P014,3,24.03,False,Sadik
INV003213,CU0425,2025-02-06,P175,2,150.64,False,Riskli
INV000327,CU0045,2025-02-06,P174,4,62.67,False,Sadik
INV000327,CU0045,2025-02-06,P018,5,5.0,False,Sadik
INV004307,CU0572,2025-02-06,P010,4,9.37,False,Sadik
INV000336,CU0046,2025-02-06,P121,4,171.25,False,Sampiyon
INV003091,CU0410,2025-02-06,P076,3,64.43,False,Sadik
INV003091,CU0410,2025-02-06,P018,4,43.44,False,Sadik
INV003213,CU0425,2025-02-06,P085,4,11.05,False,Riskli
INV003213,CU0425,2025-02-06,P105,2,21.97,False,Riskli
INV000327,CU0045,2025-02-06,P103,2,24.31,False,Sadik
INV002575,CU0329,2025-02-06,P131,1,132.47,False,Sampiyon
INV000327,CU0045,2025-02-06,P081,1,26.57,False,Sadik
INV004307,CU0572,2025-02-06,P059,3,6.09,False,Sadik
INV001602,CU0218,2025-02-06,P139,1,25.91,False,Sadik
INV000694,CU0095,2025-02-06,P032,5,20.62,False,Potansiyel
INV000694,CU0095,2025-02-06,P100,2,6.66,False,Potansiyel
INV001602,CU0218,2025-02-06,P058,4,22.13,False,Sadik
INV000694,CU0095,2025-02-06,P076,2,42.69,False,Potansiyel
INV001602,CU0218,2025-02-06,P114,1,66.5,False,Sadik
INV001602,CU0218,2025-02-06,P002,2,45.36,False,Sadik
INV002575,CU0329,2025-02-06,P175,1,621.77,False,Sampiyon
INV001771,CU0241,2025-02-07,P024,4,15.02,False,Potansiyel
INV003277,CU0434,2025-02-07,P145,5,5.0,False,Sadik
INV003277,CU0434,2025-02-07,P158,2,21.37,False,Sadik
INV003190,CU0422,2025-02-07,P113,5,22.06,False,Sadik
INV002937,CU0385,2025-02-07,P157,2,230.45,False,Sadik
INV002611,CU0333,2025-02-07,P169,3,38.68,False,Riskli
INV003190,CU0422,2025-02-07,P072,1,172.19,False,Sadik
INV003277,CU0434,2025-02-07,P045,2,33.78,False,Sadik
INV003277,CU0434,2025-02-07,P118,5,38.36,False,Sadik
INV002611,CU0333,2025-02-07,P086,2,36.04,False,Riskli
CINV001771,CU0241,2025-02-07,P036,-3,30.7,True,Potansiyel
INV003190,CU0422,2025-02-07,P037,1,6.66,False,Sadik
INV001771,CU0241,2025-02-07,P036,3,30.7,False,Potansiyel
CINV001871,CU0254,2025-02-07,P054,-5,22.8,True,Riskli
INV001771,CU0241,2025-02-07,P073,2,46.17,False,Potansiyel
INV001871,CU0254,2025-02-07,P042,3,12.34,False,Riskli
INV001006,CU0141,2025-02-07,P067,4,24.97,False,Sampiyon
INV001006,CU0141,2025-02-07,P080,5,5.0,False,Sampiyon
INV001006,CU0141,2025-02-07,P021,2,83.79,False,Sampiyon
INV001006,CU0141,2025-02-07,P127,5,51.56,False,Sampiyon
INV001871,CU0254,2025-02-07,P054,5,22.8,False,Riskli
INV001871,CU0254,2025-02-07,P103,5,15.71,False,Riskli
INV002576,CU0329,2025-02-07,P034,4,200.05,False,Sampiyon
INV002576,CU0329,2025-02-07,P035,4,5.31,False,Sampiyon
INV004455,CU0589,2025-02-07,P165,3,60.62,False,Potansiyel
INV001771,CU0241,2025-02-07,P160,2,6.49,False,Potansiyel
INV002974,CU0390,2025-02-07,P048,1,159.33,False,Uykuda
INV000554,CU0076,2025-02-07,P040,5,11.97,False,Uykuda
INV003345,CU0443,2025-02-07,P086,3,98.04,False,Riskli
INV003011,CU0396,2025-02-07,P056,1,443.15,False,Sadik
INV000554,CU0076,2025-02-07,P035,5,5.0,False,Uykuda
INV002611,CU0333,2025-02-07,P073,5,30.03,False,Riskli
INV002611,CU0333,2025-02-07,P150,1,85.68,False,Riskli
INV003041,CU0400,2025-02-07,P050,5,76.68,False,Sadik
INV000111,CU0011,2025-02-07,P030,5,44.71,False,Uykuda
INV002909,CU0379,2025-02-07,P008,1,286.66,False,Riskli
INV004455,CU0589,2025-02-07,P151,3,38.46,False,Potansiyel
INV000554,CU0076,2025-02-07,P130,2,52.6,False,Uykuda
INV003010,CU0396,2025-02-07,P004,1,435.48,False,Sadik
INV001871,CU0254,2025-02-07,P057,1,81.85,False,Riskli
INV003650,CU0483,2025-02-07,P143,1,634.84,False,Sampiyon
INV003630,CU0479,2025-02-07,P151,2,29.61,False,Riskli
INV002024,CU0268,2025-02-07,P080,3,53.65,False,Sadik
INV003630,CU0479,2025-02-07,P008,4,62.41,False,Riskli
INV002024,CU0268,2025-02-07,P117,3,91.25,False,Sadik
INV002660,CU0345,2025-02-07,P155,3,137.94,False,Sadik
INV003630,CU0479,2025-02-07,P086,3,53.42,False,Riskli
INV000518,CU0071,2025-02-08,P101,1,55.47,False,Riskli
INV003315,CU0440,2025-02-08,P025,1,487.16,False,Sampiyon
INV003975,CU0527,2025-02-08,P033,2,29.59,False,Sampiyon
INV000518,CU0071,2025-02-08,P028,5,37.93,False,Riskli
INV003315,CU0440,2025-02-08,P175,4,22.45,False,Sampiyon
INV003315,CU0440,2025-02-08,P130,1,52.42,False,Sampiyon
INV003273,CU0433,2025-02-08,P042,4,40.4,False,Potansiyel
INV003273,CU0433,2025-02-08,P157,2,17.0,False,Potansiyel
INV004422,CU0585,2025-02-08,P039,3,20.94,False,Sadik
INV004295,CU0569,2025-02-08,P003,3,61.24,False,Sadik
INV004295,CU0569,2025-02-08,P005,3,29.6,False,Sadik
INV003273,CU0433,2025-02-08,P122,4,9.43,False,Potansiyel
INV004295,CU0569,2025-02-08,P114,2,24.26,False,Sadik
INV003798,CU0505,2025-02-08,P114,5,53.15,False,Sampiyon
INV000518,CU0071,2025-02-08,P059,4,10.66,False,Riskli
INV003798,CU0505,2025-02-08,P110,5,66.98,False,Sampiyon
INV002537,CU0325,2025-02-08,P022,5,5.0,False,Sadik
INV002537,CU0325,2025-02-08,P065,4,5.0,False,Sadik
INV003315,CU0440,2025-02-08,P004,5,5.0,False,Sampiyon
INV002537,CU0325,2025-02-08,P149,2,56.73,False,Sadik
INV003476,CU0461,2025-02-08,P131,2,11.22,False,Riskli
INV003482,CU0462,2025-02-08,P165,5,157.26,False,Sampiyon
INV002068,CU0273,2025-02-08,P003,5,5.0,False,Riskli
INV003975,CU0527,2025-02-08,P095,3,44.85,False,Sampiyon
INV003476,CU0461,2025-02-08,P101,2,89.3,False,Riskli
INV003975,CU0527,2025-02-08,P019,2,44.68,False,Sampiyon
INV002068,CU0273,2025-02-08,P151,4,35.49,False,Riskli
INV002068,CU0273,2025-02-08,P116,4,73.11,False,Riskli
INV004199,CU0554,2025-02-08,P126,3,24.82,False,Uykuda
INV003226,CU0427,2025-02-08,P142,2,104.65,False,Sadik
INV003226,CU0427,2025-02-08,P102,3,60.88,False,Sadik
INV003226,CU0427,2025-02-08,P147,2,29.34,False,Sadik
INV002537,CU0325,2025-02-08,P034,2,127.23,False,Sadik
INV003226,CU0427,2025-02-08,P141,3,11.31,False,Sadik
INV004199,CU0554,2025-02-08,P013,2,14.21,False,Uykuda
INV000518,CU0071,2025-02-08,P005,1,181.93,False,Riskli
INV004199,CU0554,2025-02-08,P113,2,31.45,False,Uykuda
INV004199,CU0554,2025-02-08,P072,1,34.4,False,Uykuda
INV003476,CU0461,2025-02-08,P068,4,5.58,False,Riskli
INV001601,CU0217,2025-02-08,P117,5,36.86,False,Uykuda
INV001601,CU0217,2025-02-08,P062,3,5.0,False,Uykuda
INV001601,CU0217,2025-02-08,P091,2,5.0,False,Uykuda
INV004422,CU0585,2025-02-08,P088,5,41.3,False,Sadik
INV003975,CU0527,2025-02-08,P058,5,77.48,False,Sampiyon
INV003529,CU0467,2025-02-09,P033,5,39.95,False,Potansiyel
