temperature,vibration,pressure,rpm,oil_quality,load,age_months,error_count,sensor_9,sensor_10,sensor_11,sensor_12,failure
101.422,2.104,104.634,1825.9,70.444,30.068,74.083,4.0,0.682,-1.733,5.314,0.533,1
131.394,3.021,50.288,1952.922,100.0,12.643,21.233,4.0,4.216,-6.392,7.685,0.44,0
60.061,2.319,116.928,1208.605,37.84,43.142,49.421,2.0,0.365,1.112,-1.475,1.06,1
87.621,6.626,91.453,1528.098,84.002,29.482,44.157,5.0,2.399,-3.266,2.939,-0.6,0
75.467,3.487,84.838,1902.888,64.788,53.916,50.639,0.0,-1.364,4.177,1.156,-0.352,0
76.813,1.357,97.116,1529.853,88.939,38.034,46.609,7.0,1.003,-2.727,3.626,-0.268,0
84.604,5.089,121.793,1944.758,43.989,20.226,12.394,0.0,1.816,3.385,3.616,0.125,0
99.341,7.215,74.667,1480.851,100.0,0.728,1.0,9.0,1.335,-5.274,10.922,0.212,0
45.579,2.943,118.325,1019.877,78.17,100.0,38.284,1.0,1.043,-1.408,-6.123,-0.203,0
92.252,4.313,70.923,1076.681,100.0,30.315,1.0,13.0,0.441,-7.209,7.351,-0.512,0
75.101,5.287,81.95,1546.821,92.066,27.847,1.389,6.0,-0.603,-0.206,5.16,-0.106,0
71.314,4.415,126.822,1088.145,42.104,17.081,107.504,2.0,-1.138,0.027,1.131,1.072,1
97.071,3.812,89.078,1067.099,50.182,47.155,74.931,0.0,1.551,-1.584,-3.562,0.488,1
71.766,4.798,101.042,736.962,71.592,27.318,85.193,0.0,-1.479,0.224,-1.967,-0.268,1
73.112,2.98,77.075,1719.049,52.993,64.783,101.983,6.0,1.963,-2.139,-1.83,0.633,1
89.975,5.914,103.398,1569.762,78.344,53.379,72.777,0.0,-0.653,0.863,1.087,1.781,0
82.841,3.568,124.645,1595.018,50.015,25.204,70.809,-0.0,2.39,0.044,1.168,0.248,0
50.89,3.146,72.397,838.52,64.745,55.653,98.397,-0.0,1.315,-1.127,-7.524,0.42,1
59.706,5.781,150.924,2319.83,10.437,70.132,46.279,6.0,3.706,1.8,0.999,0.431,0
75.554,3.754,116.346,2108.708,39.724,29.614,72.76,2.0,2.916,1.781,1.834,-1.957,0
33.841,3.196,83.343,1670.874,88.98,72.754,47.685,6.0,1.032,0.634,-1.83,-0.643,0
68.996,3.121,88.929,1796.871,90.011,37.883,52.247,2.0,0.177,1.258,2.67,-0.588,1
92.509,4.439,93.192,2240.51,97.765,34.994,65.129,0.0,0.866,2.09,4.596,0.266,1
74.218,2.123,76.641,1754.937,23.883,48.08,54.562,3.0,1.808,1.862,-2.256,-3.49,1
74.811,1.733,145.65,1877.262,41.214,38.791,57.268,1.0,2.823,0.801,2.121,-0.367,0
49.079,3.339,91.628,1342.692,76.929,63.186,29.951,7.0,-0.105,-0.681,-0.137,1.019,0
92.835,3.07,59.885,1527.923,100.0,25.355,1.0,9.0,3.271,-6.121,6.322,-0.414,0
74.221,2.729,89.265,1274.767,72.812,26.957,4.854,9.0,-1.07,-1.385,4.764,-1.761,0
57.289,3.453,94.829,1242.683,68.534,0.0,95.441,0.0,-0.963,3.94,0.793,-0.818,1
59.426,4.713,130.836,2499.867,25.843,35.615,80.173,2.0,1.261,5.525,3.11,-1.345,0
77.284,7.824,119.039,1281.601,59.071,70.187,79.453,0.0,1.753,-1.93,-2.697,0.306,0
59.383,4.633,93.206,919.65,38.41,61.275,80.526,3.0,1.138,-1.39,-5.805,-1.068,1
107.287,3.249,102.603,1316.849,57.986,51.524,80.752,-0.0,2.14,-3.485,-0.7,-0.151,1
86.454,4.248,65.497,1612.551,72.952,48.47,114.296,0.0,0.408,-0.126,-1.658,0.009,1
80.52,3.311,90.883,1904.988,61.844,45.853,65.445,1.0,-0.289,2.388,1.812,-0.003,0
107.743,4.151,101.026,1493.311,80.626,32.695,46.581,0.0,-1.374,0.288,4.367,1.776,0
61.4,4.384,91.376,2300.944,11.917,44.211,79.512,7.0,2.808,2.371,-0.042,-1.049,1
149.175,4.509,69.953,650.403,100.0,0.0,1.0,7.0,4.264,-12.605,7.611,-3.105,0
91.281,3.67,105.685,1322.842,76.782,42.687,56.346,0.0,2.354,-1.939,-0.446,2.314,0
51.023,5.537,70.056,1633.19,91.625,51.308,53.452,1.0,1.986,0.98,-2.397,-0.673,1
62.577,2.511,69.778,2309.824,100.0,44.042,51.876,0.0,2.319,4.37,0.135,0.041,1
122.818,5.082,79.086,1376.172,100.0,0.0,1.0,6.0,2.011,-6.043,9.368,0.506,0
98.612,3.991,102.46,1756.73,80.585,59.599,79.15,4.0,1.069,-3.269,3.143,1.542,1
80.568,4.452,110.526,2309.624,44.088,35.054,107.101,3.0,-0.911,3.749,4.472,-0.436,0
103.084,2.901,138.459,1868.283,36.312,55.675,94.886,6.0,0.13,-1.78,4.637,0.129,0
29.612,2.374,117.232,1065.119,38.739,75.042,34.109,5.0,-1.736,2.717,-3.583,-1.152,0
109.837,4.145,73.607,1260.054,72.017,34.155,6.104,3.0,0.531,-2.559,2.691,-0.257,0
51.608,1.777,78.398,904.769,100.0,91.482,1.0,7.0,3.179,-5.697,-4.51,-0.533,0
87.515,4.782,85.445,1490.438,67.4,61.42,107.587,4.0,0.041,-2.341,-0.308,1.212,0
85.176,1.682,71.303,1334.243,80.185,70.536,60.817,2.0,1.418,-2.834,-2.351,0.332,0
108.856,5.943,116.856,1493.166,66.83,13.945,97.2,0.0,0.169,-1.325,4.298,-1.986,0
132.325,5.904,94.479,953.36,69.244,53.118,60.592,1.0,1.887,-6.882,0.267,0.29,0
78.475,5.834,73.765,982.729,65.791,60.203,1.988,7.0,-2.021,-1.643,0.739,-0.903,0
121.6,4.239,80.114,1594.078,58.331,23.068,57.479,1.0,-0.754,-0.745,4.543,0.435,0
69.197,4.142,97.011,1454.916,71.966,40.097,43.298,5.0,-0.088,-0.303,2.049,0.651,0
63.061,4.004,81.292,774.721,70.111,41.507,81.295,6.0,1.143,-4.5,-2.82,-0.095,1
84.514,2.485,124.632,1669.664,60.902,33.415,30.798,0.0,2.906,0.758,1.253,-0.014,0
121.066,3.09,82.1,1645.813,100.0,20.89,40.251,5.0,3.74,-7.2,6.568,1.106,0
72.341,5.467,131.295,2370.534,40.748,41.896,73.227,1.0,-0.516,5.31,4.464,0.295,0
75.805,5.75,99.6,1618.014,64.194,87.936,62.275,2.0,1.059,-0.622,-2.213,-0.662,0
54.699,3.403,100.746,1134.614,70.165,84.934,24.101,4.0,1.173,-1.523,-3.629,1.27,0
33.942,4.297,69.612,623.868,94.763,54.573,77.592,4.0,2.028,-3.951,-6.681,-0.236,1
80.899,3.206,91.982,1766.485,65.782,37.276,84.084,0.0,-0.164,2.475,0.807,0.076,0
60.698,3.386,76.829,1078.996,71.519,53.672,48.469,2.0,1.269,-0.956,-3.844,-1.462,1
38.844,5.257,92.608,1578.576,83.101,62.027,22.668,6.0,0.744,0.73,-0.24,-0.128,0
75.807,2.651,80.155,1584.699,97.567,18.032,69.739,2.0,-0.602,0.476,3.514,0.076,1
82.857,3.891,107.091,1754.575,55.964,45.763,41.139,0.0,1.085,1.794,1.016,0.621,0
87.447,2.462,76.45,1095.948,94.465,49.452,1.0,10.0,-0.802,-4.494,4.056,0.703,0
68.055,5.393,90.503,1012.678,89.689,40.765,1.0,10.0,0.872,-4.457,2.939,-0.116,0
94.519,3.555,105.776,2044.439,57.206,57.552,58.59,-0.0,2.28,0.561,1.244,0.126,1
94.905,1.332,129.234,1614.405,84.517,44.784,8.401,0.0,-0.311,2.582,3.498,-0.256,0
49.791,3.163,94.478,747.533,88.102,100.0,1.0,6.0,2.132,-4.995,-6.099,-1.226,0
78.874,3.114,93.734,1476.384,60.481,78.504,74.06,5.0,2.438,-3.368,-2.479,-0.648,0
91.385,4.468,118.349,1836.055,48.039,48.245,87.708,3.0,-0.167,0.383,3.008,1.832,0
97.58,3.805,108.515,1637.562,63.858,72.65,74.011,3.0,0.443,-2.3,1.395,-0.738,0
52.863,5.075,100.963,1203.547,99.887,59.514,1.0,8.0,1.711,-3.349,1.104,-0.575,0
65.673,4.61,80.908,845.998,73.516,85.478,57.01,4.0,1.617,-4.174,-5.828,-0.917,1
68.92,2.421,79.776,2191.439,87.159,43.093,59.948,0.0,3.236,2.419,-0.148,1.138,1
102.674,3.73,121.816,1812.174,52.269,59.395,46.142,1.0,0.508,-0.059,3.097,-0.299,1
105.855,7.845,108.921,1436.089,62.842,65.487,106.668,6.0,-0.202,-4.682,2.284,0.605,0
60.816,3.507,84.589,1654.996,89.337,55.498,49.862,4.0,-0.615,0.873,1.333,0.335,1
53.245,2.333,77.724,1757.557,93.529,55.782,32.198,8.0,0.668,-0.408,1.848,0.669,0
72.122,2.015,92.979,1950.402,50.342,44.238,58.991,2.0,1.727,2.025,0.284,0.874,0
96.713,4.169,109.518,1644.538,52.576,24.183,60.269,0.0,2.893,-0.989,1.666,2.133,0
127.611,2.688,77.333,1378.215,100.0,6.967,25.218,5.0,1.234,-5.902,7.676,0.612,0
80.751,4.875,107.708,792.577,94.591,42.948,1.0,9.0,1.057,-6.502,3.291,1.535,0
83.356,4.064,111.239,1500.048,69.686,42.358,91.237,0.0,0.78,-0.252,0.307,-1.582,0
71.541,4.083,78.303,2269.946,100.0,26.723,50.487,6.0,1.628,-0.037,6.163,0.36,0
76.034,0.912,123.303,1836.308,53.122,27.728,46.015,0.0,1.358,2.993,2.185,0.754,0
91.739,3.622,98.109,1330.622,72.589,67.51,96.124,1.0,0.801,-2.985,-1.299,-0.999,1
120.672,5.292,98.832,515.65,27.072,69.402,70.085,0.0,-0.186,-3.971,-4.826,-0.218,0
95.141,4.529,84.416,1249.897,100.0,19.793,1.0,5.0,2.182,-4.54,5.624,0.293,0
93.621,5.157,100.507,1357.006,61.859,75.393,91.471,6.0,1.908,-5.373,-0.951,-0.899,0
69.721,4.222,82.232,1124.201,55.697,57.381,62.597,0.0,0.614,0.572,-4.657,-0.979,1
110.052,5.001,111.838,1638.436,55.956,44.8,79.316,5.0,2.43,-4.596,3.127,-1.577,0
107.81,5.714,92.041,1006.638,96.29,47.452,14.812,6.0,2.815,-8.018,2.448,0.216,0
72.682,0.395,109.154,2244.122,36.566,0.0,87.896,-0.0,-0.091,6.273,5.207,-0.134,0
79.776,4.772,91.908,1751.695,51.002,65.151,39.585,2.0,1.435,0.699,-0.741,1.199,0
82.077,5.234,93.041,1415.81,86.8,33.483,36.244,6.0,0.656,-2.739,3.75,0.251,0
80.181,3.863,102.225,2017.439,59.813,77.595,76.015,2.0,-1.587,2.307,1.804,0.222,0
86.794,5.179,111.794,1846.074,54.42,71.374,89.946,4.0,0.218,-0.874,1.524,-1.245,0
98.767,4.934,104.523,1349.28,63.819,65.311,90.217,5.0,2.961,-6.168,-0.519,0.147,0
122.495,2.16,80.202,1318.064,88.838,1.208,11.218,5.0,0.716,-4.357,7.401,-0.986,0
65.504,4.136,94.679,1587.302,51.311,0.002,106.657,0.0,-0.37,3.876,0.71,-0.656,1
79.002,2.811,93.273,1638.079,92.417,68.506,62.993,4.0,-2.71,0.153,3.348,-0.725,1
52.468,3.735,93.909,904.098,75.146,100.0,28.932,7.0,3.872,-6.191,-6.457,-0.003,0
83.459,4.235,105.264,2113.041,31.162,43.906,72.168,5.0,0.847,1.405,2.952,-0.061,0
89.38,4.571,82.383,1248.883,77.955,72.844,66.539,1.0,2.066,-3.633,-2.951,0.551,0
109.005,3.636,68.29,965.306,100.0,32.606,1.0,8.0,3.749,-10.093,4.361,-0.125,0
106.534,3.722,75.53,1158.611,97.543,52.556,47.362,3.0,3.34,-6.965,-0.07,0.738,0
54.346,2.878,85.057,1158.14,55.509,66.772,28.768,6.0,-1.462,0.52,-1.611,0.997,0
77.278,1.532,76.723,944.376,100.0,58.588,1.0,7.0,5.974,-8.802,-1.653,0.074,0
101.964,4.187,101.399,1764.931,46.322,69.155,63.583,0.0,3.661,-0.178,-3.113,0.2,1
86.309,4.279,85.204,1847.543,88.822,62.883,70.055,0.0,1.805,-0.323,-0.184,-0.384,1
63.408,5.049,94.261,1795.171,37.899,51.778,62.962,2.0,3.347,0.948,-2.72,-0.395,0
48.576,4.337,110.248,1317.487,46.13,78.861,56.473,3.0,0.412,1.075,-4.038,0.128,0
93.737,4.859,118.162,1919.59,42.936,29.147,59.8,2.0,0.618,1.277,4.277,1.756,0
69.658,5.736,67.072,862.316,56.267,58.118,77.314,-0.0,1.097,-1.577,-6.481,1.66,1
68.684,4.168,140.797,2228.273,43.867,58.311,98.44,1.0,-1.104,4.278,3.32,-0.165,0
70.997,7.386,157.624,2190.104,18.03,69.421,52.954,5.0,1.34,2.097,2.913,-0.321,0
73.542,4.153,106.817,1789.432,55.362,70.045,72.455,2.0,1.694,-0.099,-0.883,-0.275,0
93.496,4.682,87.314,1431.597,71.103,45.322,97.859,3.0,-0.964,-1.636,1.623,0.125,0
45.395,3.096,92.764,1240.66,55.84,29.999,57.035,2.0,1.176,1.61,-2.7,1.161,1
129.663,3.849,92.538,1271.715,86.025,22.097,45.29,1.0,1.942,-5.203,4.144,-0.49,0
75.252,3.499,115.196,1723.04,51.992,70.679,81.409,4.0,1.351,-0.857,-0.334,-1.422,0
143.411,4.033,66.363,1577.168,100.0,0.0,1.0,2.0,3.152,-5.81,10.751,1.197,0
58.567,6.035,63.008,886.354,88.884,29.192,66.327,1.0,0.876,-1.448,-3.344,-1.186,1
95.436,5.948,111.516,1567.885,65.056,53.247,69.423,2.0,1.552,-2.131,1.274,1.519,0
80.219,0.944,139.672,1465.852,68.793,2.094,51.409,0.0,3.208,1.766,1.182,1.105,0
56.87,4.197,89.637,408.521,69.756,80.916,44.405,5.0,1.404,-5.432,-6.635,0.368,1
88.02,4.152,90.135,1729.881,57.518,49.958,82.377,3.0,0.614,-0.445,0.941,0.928,0
73.585,2.702,83.363,1802.535,76.556,73.688,119.592,1.0,-2.901,2.174,0.241,1.781,0
86.08,2.747,86.347,1844.472,95.989,43.765,74.479,1.0,-0.44,0.412,3.343,1.158,1
39.265,3.952,42.936,2097.772,100.0,20.666,89.276,5.0,1.541,0.524,2.609,-1.022,1
117.02,6.347,76.191,1073.693,100.0,33.248,8.845,3.0,2.619,-6.56,2.749,-2.236,0
88.677,2.674,134.075,1718.274,47.001,16.506,65.131,-0.0,3.679,-0.557,2.298,0.622,0
128.253,5.759,76.147,1010.369,96.175,36.62,28.579,3.0,3.476,-8.389,1.89,-0.991,0
94.7,4.63,102.447,1700.52,55.882,53.804,77.405,3.0,-0.2,-0.529,2.155,0.074,0
50.357,3.105,83.773,951.219,49.453,45.176,76.101,0.0,1.007,1.038,-6.325,-1.342,1
37.991,3.329,87.062,2232.35,33.815,24.755,86.987,0.0,5.12,4.308,-3.579,1.618,0
78.467,0.92,93.67,1063.168,31.074,85.841,85.187,2.0,-1.961,-0.132,-4.227,-0.339,0
130.597,5.063,74.505,996.697,91.693,39.795,35.844,3.0,1.328,-7.251,2.786,-0.758,0
90.892,2.96,87.013,1030.047,77.783,74.284,72.967,2.0,1.211,-4.492,-2.908,0.939,0
152.797,2.258,77.261,1156.497,100.0,16.141,34.013,0.0,2.811,-8.011,5.193,0.687,0
102.662,4.078,93.231,1456.745,70.696,60.782,89.43,1.0,1.336,-3.239,-0.238,-0.802,1
81.751,5.602,108.589,1763.849,67.657,100.0,57.974,2.0,0.44,-0.461,-1.171,1.308,0
104.926,5.18,101.755,1095.552,93.699,37.286,22.467,4.0,2.385,-6.121,2.958,0.122,0
72.706,2.523,118.121,1963.432,41.14,79.062,80.632,6.0,1.698,-0.588,0.075,-1.184,0
63.198,4.3,111.165,1599.693,68.471,86.757,23.578,7.0,-1.13,-0.145,1.6,0.608,1
73.961,3.468,85.484,1249.105,64.761,69.388,27.969,4.0,1.263,-2.02,-1.992,1.939,0
77.081,1.576,80.196,2102.778,98.163,29.591,77.277,0.0,1.962,0.952,2.665,-0.94,1
75.08,2.621,137.316,2174.855,27.413,30.001,28.06,2.0,2.702,3.325,3.387,0.295,0
117.831,4.0,72.247,1226.898,88.72,25.15,21.149,4.0,0.568,-4.481,4.444,-0.615,0
102.611,2.122,101.838,1050.031,97.319,40.271,19.533,0.0,0.85,-1.298,0.363,1.587,0
62.291,4.81,106.687,2023.919,45.459,65.238,80.926,3.0,-0.359,3.21,0.387,0.205,0
77.946,3.067,90.989,1550.565,99.985,50.054,67.243,6.0,-2.391,-0.839,4.491,1.147,1
35.754,4.414,38.545,2005.683,50.497,86.441,43.703,3.0,5.272,1.738,-8.684,-1.823,1
62.739,1.812,104.914,2255.826,37.538,41.686,81.58,3.0,0.592,4.139,1.834,1.138,0
90.959,3.685,72.723,1798.37,97.348,36.782,33.22,6.0,0.801,-1.928,4.792,0.595,0
88.16,4.138,89.96,1490.555,54.152,58.7,108.274,5.0,0.484,-2.761,-0.259,0.575,0
114.681,5.569,81.848,846.276,65.096,59.527,53.847,0.0,2.496,-6.134,-2.832,0.087,0
80.354,2.66,96.07,2099.487,59.091,50.535,98.528,3.0,-3.086,3.586,4.273,-1.114,0
84.865,1.353,126.711,1756.275,54.686,43.393,66.339,1.0,0.652,0.56,2.786,1.236,0
86.905,5.481,77.854,1017.406,84.533,53.237,1.0,8.0,0.908,-5.1,1.67,0.933,0
81.47,2.645,88.402,1288.018,100.0,55.728,1.0,7.0,4.857,-7.899,2.252,0.621,0
88.753,3.544,121.977,1645.006,61.495,54.611,47.145,1.0,-0.372,0.518,2.849,1.302,0
128.076,0.558,88.414,753.122,50.741,41.331,25.991,0.0,-1.099,-3.058,0.697,-1.411,0
77.029,2.129,115.244,1988.215,33.217,67.611,101.867,6.0,1.242,-0.226,0.541,-0.861,0
113.348,2.451,75.02,1659.996,100.0,16.809,40.442,5.0,1.016,-4.176,7.115,0.216,0
66.667,5.432,102.703,1699.253,53.624,56.273,40.831,1.0,2.806,0.742,-1.682,-1.862,0
69.882,4.925,111.302,2069.104,51.097,75.58,43.993,2.0,-0.392,3.371,1.265,-1.084,0
79.693,2.031,100.379,1728.09,72.934,68.124,40.556,1.0,-1.398,2.118,1.625,0.275,1
73.458,3.214,77.974,1546.405,93.638,28.035,66.597,0.0,2.072,-0.657,0.179,-1.182,1
25.662,5.312,70.268,1424.785,64.141,67.471,36.895,0.0,2.985,3.57,-8.455,-0.096,1
111.88,4.697,91.872,933.145,78.386,39.177,25.74,3.0,1.9,-5.768,1.259,-0.148,0
163.337,5.679,86.332,1065.782,62.032,5.647,57.541,0.0,-0.781,-4.117,5.556,0.444,0
79.805,4.855,67.793,2050.023,100.0,40.952,91.48,0.0,3.883,-0.074,-0.946,-0.207,1
100.478,3.288,84.042,1004.166,100.0,27.623,1.0,7.0,2.569,-6.876,4.901,1.699,0
62.967,3.794,93.871,1483.487,80.41,47.404,31.537,8.0,-0.726,-0.75,3.087,-0.669,0
72.059,4.369,60.231,475.995,52.964,58.054,86.191,0.0,3.497,-4.315,-10.386,0.871,1
103.218,5.284,90.611,1183.634,81.416,70.782,77.782,2.0,2.168,-5.744,-1.502,0.497,0
82.089,0.6,107.389,1643.732,67.946,44.119,41.032,0.0,0.829,1.188,1.319,-0.887,0
84.446,6.226,86.982,1351.863,78.768,41.729,48.101,6.0,1.238,-3.659,1.996,0.475,0
57.84,2.98,81.614,1631.335,35.08,48.258,58.453,3.0,2.186,1.47,-3.145,0.95,1
67.785,3.581,91.925,1585.746,28.86,27.265,99.977,2.0,0.793,1.671,-1.202,0.552,1
100.813,3.414,119.035,1817.909,61.698,87.59,77.664,4.0,-1.011,-1.405,2.791,0.671,0
82.404,3.803,85.415,632.271,63.207,49.888,56.77,7.0,0.83,-6.228,-1.733,-0.694,1
74.446,3.519,87.236,1033.559,65.511,70.269,12.889,4.0,-0.041,-1.853,-1.643,-0.778,0
91.4,0.006,114.277,1556.063,75.297,69.908,42.896,0.0,-0.024,-0.075,1.076,-0.781,0
96.598,3.24,93.574,1211.681,86.485,30.695,35.576,6.0,0.989,-4.769,3.93,-0.295,0
-1.811,2.615,88.479,1423.636,39.606,91.084,28.241,11.0,-4.216,5.713,-3.099,-0.363,0
82.299,3.962,76.033,1366.38,59.503,37.429,108.408,-0.0,0.081,0.007,-1.823,-0.996,1
54.423,2.928,117.488,2600.111,39.274,29.827,72.328,0.0,0.08,8.326,3.181,1.192,0
77.495,5.003,92.593,2000.633,48.282,28.137,76.579,1.0,-0.509,3.73,2.588,0.774,0
80.38,4.073,119.002,2146.544,49.913,93.02,75.486,4.0,-1.913,2.164,2.606,0.868,0
62.688,6.674,95.075,1377.625,84.447,74.873,84.64,0.0,0.336,-0.088,-3.195,-0.832,1
103.847,5.01,75.077,1110.117,52.051,68.345,56.143,2.0,0.852,-3.566,-2.435,1.321,0
62.154,2.789,108.215,2545.602,23.682,11.514,85.984,2.0,-0.803,7.82,4.729,1.012,0
75.33,3.133,108.195,951.508,69.063,76.625,57.753,2.0,1.414,-3.814,-3.282,1.274,0
87.199,6.011,78.215,1191.959,88.154,65.196,94.772,3.0,0.383,-4.184,-1.265,-2.086,1
66.172,6.358,94.24,1459.64,83.389,51.302,32.841,7.0,0.335,-1.536,2.043,-0.977,0
42.106,2.998,132.385,1018.819,55.185,47.034,83.478,3.0,0.016,-0.191,-1.954,1.035,1
53.228,3.983,93.696,1054.084,51.499,71.332,49.907,6.0,-1.128,-0.491,-2.625,0.724,0
52.353,4.332,90.828,1422.92,70.856,43.912,110.869,1.0,0.667,0.679,-2.672,-0.004,1
77.355,6.041,114.322,1740.294,51.831,27.666,97.146,1.0,1.147,0.991,1.411,-0.334,0
86.366,1.82,97.771,2333.809,98.82,62.499,66.274,2.0,1.697,0.016,3.937,-1.214,1
88.673,3.538,72.767,1551.434,70.444,74.554,86.418,0.0,4.173,-2.326,-5.611,-0.572,1
48.7,4.366,76.708,411.056,94.243,44.113,80.457,4.0,0.989,-4.86,-5.093,0.552,1
51.326,4.521,73.606,1444.116,100.0,42.263,1.0,15.0,2.168,-5.509,5.943,-0.658,0
49.012,3.621,82.288,1391.125,78.146,60.742,18.251,8.0,0.474,-0.842,-0.163,0.266,0
86.463,2.916,84.625,1238.94,68.699,30.615,69.058,0.0,2.458,-1.713,-1.824,-0.19,0
60.897,4.046,99.923,1950.542,49.629,32.659,35.209,0.0,3.514,3.588,-1.219,0.429,0
59.787,3.899,83.063,1405.961,100.0,56.644,1.0,10.0,2.03,-4.43,2.813,-0.345,0
84.439,5.251,98.703,1490.596,54.091,49.275,114.449,3.0,1.588,-2.45,-0.906,0.285,0
72.028,3.851,90.038,2246.514,60.903,70.599,68.569,0.0,1.38,2.934,-0.333,1.026,1
102.977,1.443,103.712,1500.686,79.75,59.972,20.723,0.0,-2.044,1.42,2.987,2.13,0
87.306,5.837,112.561,1902.284,49.908,50.513,26.475,2.0,0.913,1.585,2.705,1.547,0
65.25,2.306,88.512,1433.542,48.481,53.313,50.78,7.0,-2.636,1.484,1.445,0.292,0
84.012,2.545,88.848,1361.603,98.545,33.746,11.437,9.0,0.889,-4.193,5.021,-0.133,0
115.912,7.228,69.375,1045.901,100.0,53.127,1.0,5.0,2.381,-7.396,2.505,0.072,0
130.107,4.62,79.662,950.528,100.0,24.315,1.0,5.0,2.388,-8.62,5.148,-0.745,0
58.985,3.569,90.333,1193.301,85.716,59.412,90.021,-0.0,0.384,-0.565,-3.32,-0.913,1
72.046,3.241,95.749,1361.14,65.34,87.918,46.506,4.0,-0.087,-1.072,-2.007,-0.033,1
85.653,2.819,130.636,1948.903,36.77,30.836,80.627,3.0,2.521,-0.104,3.005,0.491,0
115.031,4.915,98.371,1098.457,88.657,9.893,16.282,3.0,1.955,-5.4,5.12,-0.264,0
73.267,4.256,102.868,1235.486,95.477,60.675,48.381,5.0,3.186,-5.273,-0.487,0.784,0
37.31,4.954,86.541,1899.224,41.765,68.845,46.311,5.0,3.5,1.808,-4.154,-1.338,1
36.362,3.28,109.368,1927.615,48.913,75.736,47.86,2.0,2.429,3.448,-3.579,0.778,1
92.849,5.56,99.083,2087.927,100.0,30.488,79.562,4.0,-0.76,-0.709,8.01,0.558,1
69.297,3.829,126.605,2105.058,43.933,51.351,76.415,3.0,1.308,2.041,2.09,-1.263,0
98.754,6.43,89.907,952.108,80.394,63.766,55.079,3.0,2.461,-6.499,-1.678,-0.84,0
53.543,4.177,134.201,2302.914,34.147,45.409,92.055,3.0,3.124,2.952,0.698,0.657,0
72.608,5.411,81.268,1508.062,85.947,36.694,11.609,8.0,0.14,-1.682,4.081,1.634,0
66.602,3.16,129.757,2549.798,20.397,23.744,72.118,2.0,0.37,6.418,4.903,0.423,0
102.905,4.975,92.287,1535.459,79.768,60.452,94.035,2.0,0.614,-3.312,1.189,0.353,1
34.56,5.134,95.758,1345.171,71.815,85.315,40.379,7.0,1.933,-1.522,-3.886,-0.326,0
91.397,5.315,91.505,1301.794,100.0,37.218,96.984,0.0,-1.629,-0.28,1.64,-0.445,1
107.136,4.194,88.076,927.192,72.163,51.569,32.525,2.0,1.161,-4.589,-0.355,1.551,0
75.966,6.522,114.466,2055.091,43.22,33.979,17.766,0.0,1.445,3.943,2.739,0.54,0
53.534,3.37,90.349,1616.69,97.113,65.292,46.039,6.0,1.43,-1.437,0.196,-0.526,0
18.481,2.211,53.625,865.511,72.97,88.129,34.172,4.0,4.476,-2.227,-11.624,0.323,1
58.624,3.389,96.083,1571.804,100.0,87.53,72.908,5.0,2.802,-3.837,-2.051,-2.161,0
84.805,2.808,95.005,1967.229,63.084,54.766,113.49,3.0,-1.63,1.439,2.62,-1.079,0
64.721,5.958,132.298,1817.412,44.386,59.589,27.658,-0.0,4.813,0.758,-1.928,-1.813,0
24.677,4.264,75.858,600.365,92.435,60.154,71.117,2.0,2.01,-2.291,-8.256,-1.296,1
114.995,7.198,147.893,2022.192,50.611,65.824,47.44,8.0,-1.975,-1.385,9.215,-0.557,1
90.774,4.839,83.094,1946.767,100.0,14.496,33.043,5.0,1.902,-2.195,7.168,-0.307,0
86.812,4.378,102.263,1610.942,61.904,59.283,78.86,2.0,1.763,-1.691,-0.295,0.317,0
65.377,5.65,89.902,2215.034,99.809,33.877,69.156,7.0,1.238,0.045,5.329,-0.271,1
63.616,4.658,106.787,1192.6,30.815,31.931,36.12,0.0,0.305,2.817,-2.113,-0.222,1
60.535,3.592,83.904,1833.272,48.897,58.511,112.734,6.0,-1.356,1.899,-0.122,-0.173,0
64.992,3.896,97.259,872.137,69.887,94.91,41.358,1.0,3.349,-4.045,-7.393,-0.365,0
90.345,4.299,127.369,2089.949,38.482,75.151,70.676,6.0,-0.093,-0.042,3.727,0.271,0
50.824,4.176,94.27,1549.335,52.947,58.004,33.01,6.0,-1.8,2.68,0.696,-1.722,0
95.974,4.107,104.694,2113.29,50.769,58.261,89.482,0.0,-0.98,4.789,0.946,0.651,1
86.772,3.969,83.341,1687.146,100.0,29.462,28.832,9.0,-0.374,-2.594,7.129,0.648,0
71.46,1.797,79.788,1502.998,52.189,88.89,62.42,6.0,2.987,-3.078,-4.384,-0.042,0
71.93,4.255,83.928,1243.22,60.791,90.407,64.347,3.0,0.252,-1.539,-4.179,-0.935,0
107.604,2.956,84.94,1006.126,68.139,45.883,121.372,4.0,0.991,-6.626,-0.424,0.642,1
68.523,4.934,140.439,2504.491,27.586,68.734,69.727,6.0,-0.303,4.003,4.414,0.35,0
114.812,5.238,83.781,1631.515,100.0,9.117,20.864,4.0,2.185,-4.164,7.076,1.43,0
44.576,6.021,97.988,1348.866,39.297,67.445,41.831,0.0,1.547,3.391,-6.322,-0.76,1
73.783,4.723,104.091,1647.579,57.88,78.71,72.936,4.0,2.238,-1.919,-1.822,-1.481,0
117.546,7.711,108.454,1010.322,83.967,31.751,44.011,0.0,3.517,-5.882,0.841,1.789,0
