age,monthly_income,monthly_transactions,average_basket,engagement_score,channel,region,membership
35.068,29156.039,14,523.039,82.321,Mobile,Marmara,Standard
32.162,50263.832,8,555.417,52.937,Mobile,Marmara,Standard
63.129,30155.324,13,347.401,59.445,Web,Marmara,Standard
52.354,23093.77,10,409.823,79.135,Web,Ege,Standard
18.0,30973.707,11,484.182,81.017,Mobile,Marmara,Standard
38.677,29219.571,8,560.775,60.011,Mobile,Ege,Standard
28.58,48596.233,9,554.084,73.015,Mobile,Akdeniz,Silver
29.771,41980.837,12,322.914,71.652,Store,Akdeniz,Silver
32.212,35488.65,12,499.077,69.026,Mobile,Ic_Anadolu,Standard
40.272,29232.925,11,622.061,82.559,Web,Akdeniz,Gold
38.349,49306.475,8,447.034,67.013,Store,Ege,Standard
25.557,34290.986,11,407.7,42.645,Store,Marmara,Standard
27.851,32017.182,15,447.406,60.663,Store,Marmara,Standard
18.0,34593.728,8,417.909,58.515,Mobile,Ege,Standard
38.806,26888.685,14,555.973,60.396,Web,Ege,Standard
42.752,46903.924,10,585.948,62.158,Mobile,Ege,Standard
49.273,47773.101,8,397.972,65.459,Web,Akdeniz,Standard
50.593,23504.426,12,484.844,63.26,Mobile,Ic_Anadolu,Standard
40.883,50515.534,10,537.22,64.555,Web,Ege,Standard
35.358,41445.808,18,560.233,56.342,Mobile,Ege,Silver
63.343,37832.63,12,543.277,56.561,Mobile,Akdeniz,Silver
29.607,37804.676,8,492.85,72.525,Mobile,Ic_Anadolu,Silver
24.875,28487.616,8,451.002,71.138,Mobile,Ic_Anadolu,Standard
34.722,35323.026,13,339.964,50.858,Mobile,Ege,Standard
41.94,21719.674,10,476.755,80.302,Store,Ic_Anadolu,Silver
54.651,36797.846,17,462.038,62.319,Mobile,Ege,Standard
34.597,35795.917,7,401.959,66.171,Mobile,Ege,Standard
21.973,25096.037,5,279.901,51.121,Mobile,Ic_Anadolu,Standard
47.865,33716.459,8,477.833,59.806,Mobile,Ege,Standard
34.831,22843.198,10,581.92,59.383,Web,Akdeniz,Standard
28.041,37314.346,5,350.516,56.158,Mobile,Ic_Anadolu,Standard
29.76,37738.998,4,433.661,60.192,Store,Marmara,Silver
41.24,58381.427,9,587.541,58.156,Mobile,Akdeniz,Gold
20.356,47887.839,15,528.273,57.717,Mobile,Marmara,Silver
56.019,34184.438,11,378.559,70.463,Mobile,Ic_Anadolu,Silver
37.934,20031.813,12,519.068,63.615,Mobile,Akdeniz,Standard
40.285,73239.21,8,498.07,72.742,Mobile,Marmara,Standard
51.311,54752.26,21,492.099,89.319,Mobile,Marmara,Standard
31.543,31259.613,6,596.31,50.108,Mobile,Ic_Anadolu,Standard
40.444,31851.101,12,267.091,62.637,Mobile,Ege,Silver
38.824,23231.487,12,565.814,45.233,Mobile,Marmara,Standard
45.047,25427.586,7,514.245,53.334,Web,Marmara,Silver
66.666,22811.252,7,270.848,74.705,Mobile,Ic_Anadolu,Standard
27.681,23690.838,10,401.101,67.477,Mobile,Akdeniz,Silver
39.004,16733.066,5,438.257,57.486,Store,Ic_Anadolu,Silver
63.04,45719.064,10,577.776,74.932,Mobile,Ic_Anadolu,Standard
29.863,47191.428,9,528.584,60.027,Web,Marmara,Silver
57.531,60791.042,8,512.243,55.099,Mobile,Marmara,Silver
40.65,33197.292,2,397.105,61.414,Web,Marmara,Standard
51.11,21755.663,10,216.977,54.995,Web,Marmara,Gold
45.957,50669.549,7,389.873,54.824,Mobile,Ic_Anadolu,Silver
43.287,57173.15,12,390.995,68.527,Mobile,Ic_Anadolu,Standard
29.983,20507.997,10,398.52,52.167,Mobile,Ege,Standard
38.159,18521.046,5,300.228,65.206,Mobile,Marmara,Silver
47.321,19908.758,14,419.912,76.305,Mobile,Ic_Anadolu,Silver
35.55,30723.128,8,365.107,58.178,Mobile,Ic_Anadolu,Standard
27.847,20691.336,10,284.493,59.992,Mobile,Marmara,Standard
28.994,56936.643,12,650.848,81.772,Store,Akdeniz,Silver
55.347,27657.544,13,545.644,61.193,Web,Akdeniz,Silver
57.351,26273.751,14,486.44,59.901,Web,Ege,Standard
31.886,56936.936,12,519.132,80.996,Store,Ic_Anadolu,Standard
39.556,24596.45,7,597.414,59.333,Web,Ege,Standard
53.454,44897.789,9,393.736,65.401,Mobile,Ic_Anadolu,Standard
43.015,27722.727,5,502.87,72.476,Mobile,Ege,Standard
40.526,30716.016,8,666.48,47.484,Mobile,Ic_Anadolu,Standard
46.588,15793.308,9,429.333,55.412,Mobile,Ege,Standard
27.603,26708.178,9,318.898,69.76,Mobile,Marmara,Standard
32.266,45097.673,8,486.578,56.956,Mobile,Marmara,Standard
48.215,43227.142,13,300.753,65.332,Mobile,Ic_Anadolu,Silver
42.014,34914.226,13,460.926,77.759,Mobile,Marmara,Standard
44.885,45264.966,13,479.181,67.435,Web,Marmara,Silver
40.806,55868.48,8,605.52,64.189,Mobile,Ege,Standard
25.601,28072.615,5,324.866,61.662,Web,Ic_Anadolu,Silver
44.462,64259.744,11,382.414,74.553,Mobile,Ic_Anadolu,Silver
54.087,26348.24,10,438.283,68.247,Mobile,Marmara,Silver
45.483,17410.117,9,422.126,58.499,Mobile,Ic_Anadolu,Standard
47.866,28496.391,10,643.651,59.882,Mobile,Ic_Anadolu,Standard
29.483,29810.672,7,415.74,73.631,Store,Akdeniz,Gold
37.057,33363.712,12,519.071,65.23,Mobile,Marmara,Silver
34.808,40094.485,7,511.008,57.081,Mobile,Ege,Silver
34.245,37820.911,5,398.537,73.72,Web,Ege,Standard
32.992,17241.483,14,506.184,84.44,Mobile,Akdeniz,Standard
46.325,33888.484,9,381.514,56.731,Web,Marmara,Silver
45.889,20255.552,10,457.335,57.788,Mobile,Ic_Anadolu,Standard
49.107,40320.202,10,467.069,57.238,Mobile,Marmara,Standard
59.638,38596.255,7,570.061,61.965,Mobile,Marmara,Silver
41.734,56623.119,7,612.227,59.722,Mobile,Akdeniz,Standard
44.962,20677.348,15,327.449,79.575,Web,Ic_Anadolu,Standard
41.799,71246.114,4,474.816,69.901,Store,Ege,Gold
22.065,43196.634,15,538.249,59.945,Mobile,Marmara,Silver
28.162,20933.897,7,334.093,49.857,Mobile,Ic_Anadolu,Standard
44.978,34760.286,14,401.29,66.759,Web,Marmara,Silver
34.991,44585.092,11,588.827,67.569,Mobile,Marmara,Silver
39.26,55062.829,5,368.676,65.965,Mobile,Marmara,Gold
24.152,44901.283,5,487.517,54.879,Web,Ic_Anadolu,Standard
42.984,33068.378,6,559.787,55.357,Mobile,Ege,Standard
36.556,74537.212,11,654.367,56.785,Mobile,Ic_Anadolu,Standard
41.873,33715.94,9,380.563,77.592,Web,Akdeniz,Silver
41.933,18027.513,11,353.375,70.554,Web,Marmara,Gold
21.942,27745.52,10,348.438,60.665,Mobile,Ege,Standard
51.941,51536.184,10,624.609,62.672,Web,Marmara,Standard
25.89,37644.209,10,494.276,74.831,Web,Marmara,Silver
36.527,32569.018,7,486.491,79.356,Mobile,Marmara,Standard
34.732,26674.117,9,540.631,63.546,Mobile,Marmara,Silver
51.175,37576.689,13,377.749,73.271,Web,Akdeniz,Silver
41.01,31553.434,12,552.77,71.268,Mobile,Marmara,Silver
50.405,21869.33,10,233.692,55.954,Mobile,Ege,Standard
42.068,26625.347,11,531.591,60.808,Store,Ic_Anadolu,Standard
39.562,34758.077,5,421.603,50.318,Mobile,Ege,Standard
30.957,52391.767,11,630.51,71.518,Store,Ege,Standard
34.645,49032.788,8,468.512,58.356,Web,Ic_Anadolu,Standard
40.238,46228.336,13,484.552,57.466,Mobile,Ic_Anadolu,Standard
42.659,40648.057,9,578.175,70.544,Store,Ic_Anadolu,Standard
32.758,31775.682,8,445.497,56.928,Mobile,Marmara,Standard
55.318,49110.512,7,417.573,64.376,Mobile,Ic_Anadolu,Standard
43.15,26666.316,10,438.203,54.905,Mobile,Ege,Gold
27.631,23042.866,11,441.288,80.246,Mobile,Ic_Anadolu,Standard
56.193,30731.39,12,400.517,66.09,Mobile,Akdeniz,Standard
21.298,53072.346,11,516.655,66.935,Mobile,Ic_Anadolu,Standard
44.177,24395.53,10,349.659,68.959,Mobile,Ege,Standard
33.848,27361.977,14,563.076,72.503,Mobile,Akdeniz,Standard
57.143,57125.682,4,467.249,66.867,Mobile,Ege,Silver
49.024,40046.232,15,396.956,74.365,Mobile,Akdeniz,Standard
27.013,44810.28,7,602.153,67.115,Web,Ic_Anadolu,Standard
50.897,31619.363,13,506.08,81.397,Web,Ic_Anadolu,Standard
18.0,70162.927,8,678.941,66.758,Web,Marmara,Silver
49.022,40230.591,9,372.07,68.249,Mobile,Ic_Anadolu,Standard
39.336,51939.598,12,524.526,76.088,Store,Akdeniz,Standard
29.824,33380.106,5,405.78,59.639,Mobile,Ic_Anadolu,Standard
50.636,25702.321,10,332.27,65.194,Mobile,Ic_Anadolu,Silver
48.372,31093.626,9,417.276,63.016,Web,Ege,Gold
41.969,32458.078,6,293.976,53.12,Mobile,Ege,Silver
42.994,39254.657,12,482.474,69.175,Web,Akdeniz,Standard
44.284,19640.9,14,570.322,70.954,Web,Marmara,Silver
35.951,21512.339,12,517.316,51.933,Store,Marmara,Standard
46.011,57238.086,11,547.346,67.437,Mobile,Ege,Silver
19.364,29610.839,10,620.942,58.64,Mobile,Akdeniz,Standard
18.0,26735.084,13,353.214,74.404,Mobile,Marmara,Silver
44.944,18429.44,9,559.122,68.282,Mobile,Ic_Anadolu,Standard
44.114,58552.144,15,557.407,67.962,Mobile,Marmara,Standard
32.49,41579.972,5,581.135,60.984,Mobile,Ic_Anadolu,Standard
27.95,32677.642,9,492.534,64.542,Mobile,Ege,Standard
54.35,36647.295,10,360.33,62.926,Mobile,Marmara,Standard
34.172,84517.929,6,594.256,57.326,Web,Marmara,Standard
33.173,38113.204,10,528.402,58.515,Store,Marmara,Standard
29.163,20170.249,17,402.69,57.697,Web,Marmara,Silver
48.594,30367.628,7,460.701,45.032,Mobile,Ic_Anadolu,Silver
18.0,44461.89,13,392.006,61.036,Mobile,Ic_Anadolu,Standard
37.727,40776.823,12,581.546,36.313,Mobile,Ege,Standard
31.938,15770.652,11,318.881,68.602,Web,Ic_Anadolu,Standard
38.219,39594.975,4,378.798,47.1,Web,Ic_Anadolu,Silver
47.155,31513.839,14,468.897,73.32,Mobile,Akdeniz,Standard
34.448,27823.889,12,325.176,58.88,Mobile,Akdeniz,Standard
36.765,31783.755,9,344.525,49.974,Mobile,Ege,Standard
19.237,33218.915,8,428.412,60.106,Mobile,Marmara,Standard
33.771,25497.797,9,535.527,68.746,Mobile,Marmara,Standard
28.18,25985.731,10,328.112,43.388,Mobile,Akdeniz,Standard
42.34,46434.09,11,644.977,62.165,Web,Ege,Standard
37.205,33012.755,10,372.022,72.777,Mobile,Marmara,Standard
34.948,40641.796,11,502.337,44.721,Web,Marmara,Standard
41.517,32461.553,11,540.897,72.573,Mobile,Ic_Anadolu,Standard
29.897,13599.246,7,400.75,54.914,Store,Ege,Standard
27.307,50062.974,10,415.004,73.575,Web,Marmara,Standard
18.0,31173.821,10,301.31,50.444,Mobile,Akdeniz,Standard
38.953,30370.697,9,590.53,54.681,Mobile,Marmara,Standard
39.707,41193.78,8,519.337,77.523,Mobile,Marmara,Silver
39.102,25297.968,9,483.564,47.065,Mobile,Ic_Anadolu,Standard
33.304,33339.427,9,526.783,43.62,Mobile,Marmara,Standard
51.191,31427.906,7,539.169,84.909,Mobile,Akdeniz,Standard
31.473,41242.291,8,529.624,56.448,Mobile,Marmara,Silver
59.322,20130.648,11,510.207,64.097,Mobile,Marmara,Standard
36.518,26042.125,10,477.057,70.765,Mobile,Marmara,Silver
30.621,52153.154,7,561.668,67.517,Mobile,Ic_Anadolu,Standard
35.312,122080.084,8,864.977,43.918,Mobile,Ege,Silver
38.823,18825.397,11,383.408,61.605,Web,Ege,Gold
43.806,13562.959,12,191.648,65.325,Web,Akdeniz,Standard
60.251,73694.061,14,654.291,63.936,Mobile,Marmara,Silver
41.142,29682.806,13,466.076,73.746,Web,Akdeniz,Standard
47.454,30351.025,10,357.612,56.843,Mobile,Akdeniz,Silver
49.725,40421.882,10,653.387,67.317,Web,Marmara,Standard
44.446,48986.626,8,599.901,83.574,Mobile,Ic_Anadolu,Standard
60.729,24151.982,9,373.12,71.863,Mobile,Marmara,Standard
35.946,19427.99,13,339.757,60.165,Mobile,Ic_Anadolu,Standard
32.754,19646.456,10,316.074,63.862,Mobile,Marmara,Gold
26.227,25373.612,11,426.298,72.873,Mobile,Marmara,Standard
36.621,23962.074,8,472.473,53.843,Web,Marmara,Standard
18.0,28902.385,14,474.795,82.523,Web,Marmara,Standard
46.458,31192.264,7,321.09,69.798,Store,Ic_Anadolu,Silver
31.94,40214.803,10,456.395,63.011,Web,Ic_Anadolu,Standard
46.726,36113.326,13,339.377,67.253,Web,Akdeniz,Standard
43.546,22013.473,8,461.323,54.978,Mobile,Marmara,Silver
26.415,40037.35,18,656.061,75.019,Web,Ege,Gold
62.713,21495.764,3,400.368,55.543,Web,Ic_Anadolu,Silver
31.167,47158.386,11,546.622,71.588,Web,Marmara,Standard
30.292,57684.85,8,672.868,66.23,Web,Marmara,Standard
35.09,87528.418,9,684.522,87.766,Web,Marmara,Gold
44.849,50020.147,9,425.999,45.052,Mobile,Akdeniz,Silver
27.791,60606.956,7,397.34,52.179,Mobile,Marmara,Gold
48.476,48173.272,13,546.451,47.986,Mobile,Marmara,Standard
41.147,48744.149,8,403.806,74.18,Web,Marmara,Standard
37.614,46590.44,8,386.28,59.319,Mobile,Ege,Standard
28.113,26461.912,8,319.465,60.396,Web,Ege,Standard
40.751,26863.706,10,299.798,67.596,Web,Marmara,Standard
36.662,19620.397,9,393.118,73.559,Web,Ege,Standard
18.0,27157.021,11,572.071,56.333,Web,Marmara,Standard
43.026,44042.856,12,683.704,61.967,Mobile,Akdeniz,Standard
29.295,88648.544,7,749.97,64.478,Web,Ic_Anadolu,Standard
36.096,46140.608,15,304.381,75.331,Mobile,Ege,Silver
29.899,42213.081,12,623.546,62.432,Web,Marmara,Standard
35.689,37109.69,17,635.059,65.862,Web,Marmara,Standard
34.491,56584.537,4,556.951,43.228,Web,Ege,Silver
35.355,34522.853,11,371.312,69.584,Mobile,Marmara,Gold
34.525,29952.267,9,378.72,57.885,Web,Ege,Standard
32.058,31528.809,8,461.529,65.266,Mobile,Marmara,Gold
50.595,23954.928,11,465.601,48.048,Store,Ic_Anadolu,Silver
44.369,33084.741,11,508.401,72.756,Mobile,Ege,Gold
45.329,41652.921,12,506.5,78.386,Web,Marmara,Standard
53.869,39995.281,12,417.246,59.136,Mobile,Akdeniz,Standard
33.485,36444.749,10,410.65,82.984,Mobile,Ege,Standard
44.187,29125.87,8,385.521,67.653,Mobile,Ege,Standard
33.446,33946.832,5,385.181,72.751,Mobile,Marmara,Standard
30.051,40682.983,11,461.137,76.144,Mobile,Ic_Anadolu,Standard
53.789,29200.672,13,342.249,63.858,Mobile,Ic_Anadolu,Silver
29.922,24431.501,7,505.786,72.425,Mobile,Ic_Anadolu,Silver
66.604,38259.84,12,525.137,63.232,Web,Ic_Anadolu,Standard
65.534,51806.335,11,676.078,68.219,Mobile,Marmara,Silver
18.0,37735.416,9,375.853,66.282,Mobile,Ege,Silver
49.488,57318.299,9,392.403,54.218,Web,Marmara,Standard
30.126,33551.712,9,263.398,59.979,Mobile,Marmara,Standard
45.672,52913.125,8,403.977,68.413,Mobile,Akdeniz,Standard
41.516,66752.935,12,745.209,74.589,Store,Marmara,Silver
18.0,30283.619,9,498.753,72.725,Mobile,Marmara,Standard
40.661,29680.025,7,434.284,49.115,Mobile,Marmara,Standard
53.989,36774.638,10,493.404,45.567,Mobile,Marmara,Silver
42.241,19748.303,11,264.681,70.077,Mobile,Ege,Gold
60.304,18937.719,12,236.999,61.665,Mobile,Akdeniz,Gold
31.605,53262.005,10,787.746,59.794,Web,Ege,Silver
60.507,34115.199,8,580.291,59.001,Mobile,Ege,Standard
39.433,55898.57,9,498.792,63.837,Mobile,Ic_Anadolu,Standard
25.164,23835.145,7,594.428,62.697,Mobile,Ic_Anadolu,Silver
45.694,19760.977,13,413.243,63.469,Web,Ic_Anadolu,Standard
58.508,49120.877,12,598.118,46.56,Mobile,Ege,Standard
41.751,47770.541,13,352.744,77.132,Mobile,Akdeniz,Silver
42.217,23850.676,9,435.416,63.091,Web,Ic_Anadolu,Standard
40.94,41350.146,11,384.862,77.01,Store,Akdeniz,Silver
18.0,47925.126,7,518.161,78.196,Store,Ic_Anadolu,Silver
62.142,46195.879,11,490.978,63.732,Mobile,Ic_Anadolu,Standard
60.737,33426.46,13,551.382,83.558,Mobile,Marmara,Silver
56.284,31638.216,8,428.443,63.063,Mobile,Marmara,Silver
44.542,22154.876,10,356.201,56.093,Mobile,Ic_Anadolu,Standard
40.921,41378.282,10,532.123,66.075,Mobile,Marmara,Standard
36.332,41449.87,13,817.584,57.073,Mobile,Ic_Anadolu,Standard
57.232,25723.739,6,273.179,50.055,Store,Marmara,Standard
48.894,38853.078,10,373.591,48.65,Mobile,Ege,Standard
27.068,25072.735,18,586.406,72.331,Mobile,Marmara,Standard
34.711,29979.208,7,376.603,63.028,Mobile,Ic_Anadolu,Standard
43.714,67037.744,14,681.285,59.383,Web,Akdeniz,Standard
33.77,26116.732,9,451.872,59.652,Mobile,Ic_Anadolu,Silver
47.56,31985.117,13,358.04,68.291,Mobile,Ege,Silver
62.028,41371.23,11,574.871,66.661,Mobile,Ege,Standard
61.877,25568.614,11,356.991,82.582,Mobile,Ic_Anadolu,Silver
47.541,47178.004,10,508.984,47.091,Web,Marmara,Standard
30.046,19650.831,4,460.97,71.896,Web,Akdeniz,Silver
50.664,30058.832,12,345.254,79.034,Store,Akdeniz,Silver
26.404,44382.392,13,478.251,54.931,Web,Ege,Standard
34.492,54162.521,11,424.928,76.763,Web,Ic_Anadolu,Standard
32.345,61308.077,5,578.658,58.92,Web,Ege,Standard
37.363,40739.671,6,369.967,75.043,Web,Marmara,Standard
43.471,40022.869,5,589.78,54.07,Mobile,Ic_Anadolu,Standard
51.787,54830.305,18,600.275,76.349,Mobile,Marmara,Standard
43.364,40638.371,14,466.713,55.115,Web,Marmara,Standard
21.814,61120.525,13,618.883,68.24,Mobile,Ege,Standard
46.787,28032.747,9,419.829,89.903,Mobile,Ic_Anadolu,Standard
48.777,22819.552,8,229.738,65.077,Web,Ege,Standard
49.178,28106.865,10,413.126,76.129,Mobile,Akdeniz,Standard
32.503,46037.064,6,472.72,62.612,Mobile,Ege,Silver
38.053,24310.003,10,542.802,56.673,Web,Marmara,Silver
35.039,31335.051,12,567.031,75.76,Web,Marmara,Silver
49.529,36456.562,12,266.077,64.913,Web,Akdeniz,Silver
19.332,25547.996,5,490.905,57.272,Mobile,Marmara,Silver
34.691,21162.633,9,366.947,46.051,Web,Marmara,Standard
54.769,20861.333,11,388.667,60.722,Mobile,Ege,Standard
34.655,36663.566,9,540.814,69.656,Mobile,Ic_Anadolu,Standard
54.844,27506.083,6,490.088,48.968,Mobile,Ic_Anadolu,Standard
48.885,36169.72,17,387.22,61.136,Mobile,Marmara,Gold
18.98,27510.144,10,479.017,65.671,Web,Ic_Anadolu,Standard
30.242,37650.81,11,501.47,64.714,Mobile,Marmara,Silver
61.106,33407.021,10,412.023,65.662,Mobile,Akdeniz,Standard
20.915,44063.391,13,516.152,79.681,Web,Ege,Standard
33.093,62522.532,9,629.731,67.014,Mobile,Marmara,Standard
40.954,24373.711,10,333.752,42.108,Web,Marmara,Standard
42.69,21857.531,15,481.319,78.456,Mobile,Ege,Silver
57.934,46831.334,13,644.996,66.751,Mobile,Akdeniz,Silver
28.966,39381.516,7,464.115,63.665,Mobile,Marmara,Gold
41.199,75451.311,14,701.152,78.119,Mobile,Ic_Anadolu,Gold
48.209,20560.992,15,442.872,53.15,Mobile,Ege,Silver
36.319,20602.543,16,510.269,60.375,Store,Ic_Anadolu,Standard
29.795,52458.466,13,587.491,52.484,Web,Marmara,Standard
34.652,34268.702,11,389.277,49.382,Store,Marmara,Standard
26.348,37421.835,11,607.954,63.543,Mobile,Ege,Standard
39.591,26423.156,15,314.531,69.051,Mobile,Ege,Standard
51.719,28174.76,9,537.394,64.538,Web,Ege,Silver
34.032,39696.122,8,374.284,59.059,Mobile,Marmara,Gold
47.125,39846.428,9,497.25,81.07,Web,Ege,Standard
18.0,36252.014,8,503.15,55.248,Mobile,Marmara,Standard
19.127,52906.759,15,316.911,68.987,Web,Akdeniz,Standard
53.466,28192.554,6,485.478,65.936,Mobile,Marmara,Standard
37.753,37455.151,8,289.295,77.537,Mobile,Marmara,Standard
44.413,41942.327,10,531.4,57.87,Mobile,Ege,Standard
23.258,29495.301,7,466.004,60.958,Mobile,Akdeniz,Standard
29.124,19380.471,5,356.031,68.438,Web,Marmara,Standard
52.646,51590.891,9,557.982,65.378,Store,Ege,Standard
39.145,76216.793,10,535.332,53.345,Store,Akdeniz,Silver
46.699,96476.289,12,730.749,71.938,Mobile,Ege,Silver
39.916,40151.215,12,707.659,54.327,Web,Marmara,Silver
52.56,27704.421,12,485.483,76.641,Store,Marmara,Standard
33.507,46209.134,8,288.838,63.127,Mobile,Ic_Anadolu,Silver
18.0,61888.489,8,570.923,48.162,Web,Ege,Standard
29.039,33647.603,9,481.571,67.054,Mobile,Ege,Silver
45.698,39715.396,13,444.555,70.754,Web,Ege,Standard
42.53,26043.7,9,417.374,55.406,Mobile,Marmara,Standard
36.679,52237.826,6,516.515,66.488,Store,Ege,Standard
52.653,34269.731,15,598.618,64.686,Mobile,Akdeniz,Standard
32.936,23067.183,13,375.676,63.148,Web,Ic_Anadolu,Standard
26.736,46489.929,10,459.287,53.457,Mobile,Ic_Anadolu,Gold
49.262,37905.755,10,405.876,83.644,Store,Ic_Anadolu,Gold
31.947,51968.549,11,577.705,53.339,Mobile,Ic_Anadolu,Silver
42.215,31632.546,15,586.485,67.031,Mobile,Marmara,Standard
23.564,41356.721,8,341.804,62.689,Store,Marmara,Standard
23.135,35124.334,11,285.593,52.581,Mobile,Ic_Anadolu,Standard
32.335,27146.115,16,481.789,65.513,Mobile,Marmara,Standard
64.119,24295.253,13,372.413,69.264,Web,Ic_Anadolu,Silver
44.868,36211.229,9,583.068,63.255,Web,Ic_Anadolu,Standard
36.573,28826.996,10,359.43,74.924,Store,Ic_Anadolu,Standard
35.126,28057.074,6,390.771,65.711,Web,Marmara,Standard
42.263,42357.271,11,550.134,69.553,Mobile,Akdeniz,Standard
41.216,19888.071,7,406.466,75.135,Mobile,Ege,Standard
47.637,42960.012,15,485.171,79.021,Mobile,Marmara,Standard
62.22,28420.32,8,472.724,56.554,Web,Marmara,Standard
36.121,88934.816,10,736.561,47.492,Mobile,Marmara,Standard
69.002,52577.305,7,519.295,63.615,Mobile,Ege,Standard
18.499,47940.617,10,513.08,47.039,Web,Akdeniz,Standard
42.227,35402.024,14,321.497,71.452,Web,Akdeniz,Gold
31.718,25203.779,7,375.569,67.079,Mobile,Ic_Anadolu,Silver
45.564,33060.658,9,498.19,53.024,Web,Ege,Standard
24.988,39163.222,6,292.16,48.214,Web,Ic_Anadolu,Gold
30.627,50041.755,11,545.426,81.648,Mobile,Marmara,Standard
40.13,37235.617,9,408.882,71.724,Mobile,Marmara,Standard
24.626,30574.101,10,269.106,56.481,Mobile,Ege,Silver
74.426,29484.661,9,433.991,53.912,Store,Marmara,Standard
52.655,35193.966,8,345.74,46.344,Web,Ic_Anadolu,Standard
48.91,23878.856,7,425.419,69.947,Mobile,Marmara,Standard
44.145,31297.443,9,490.912,62.335,Web,Ic_Anadolu,Standard
45.397,55480.677,9,582.44,63.534,Web,Ic_Anadolu,Gold
38.186,30075.5,12,238.528,83.861,Mobile,Ic_Anadolu,Standard
42.566,43388.451,12,601.168,44.624,Mobile,Marmara,Standard
37.18,26817.008,10,560.345,62.402,Web,Marmara,Standard
28.157,71551.185,10,550.623,72.329,Mobile,Marmara,Standard
37.722,29922.01,9,528.276,75.041,Mobile,Marmara,Standard
55.864,31978.956,13,585.225,55.76,Mobile,Ic_Anadolu,Standard
43.432,27930.877,8,426.617,38.839,Web,Marmara,Silver
57.883,22209.951,7,523.507,69.54,Store,Marmara,Silver
51.039,69365.687,11,671.827,57.752,Store,Akdeniz,Standard
65.04,20683.086,9,423.026,62.093,Mobile,Ege,Standard
42.369,64062.378,11,416.667,69.738,Web,Ege,Silver
41.756,29943.328,17,591.435,54.604,Web,Ege,Silver
35.32,34483.002,15,486.498,63.33,Web,Ic_Anadolu,Standard
53.412,59778.274,9,496.761,70.27,Web,Ege,Silver
35.185,37635.741,6,231.975,56.694,Mobile,Ic_Anadolu,Gold
47.096,18988.475,7,476.628,50.214,Web,Ic_Anadolu,Standard
21.03,36455.212,10,451.197,48.663,Web,Ege,Silver
34.777,43642.052,13,575.161,57.304,Mobile,Ic_Anadolu,Standard
55.833,24944.026,15,331.076,70.578,Mobile,Akdeniz,Gold
45.689,25780.845,9,363.51,56.924,Mobile,Ic_Anadolu,Standard
54.885,26522.083,13,398.144,66.759,Web,Marmara,Silver
34.226,22625.755,13,516.507,75.478,Mobile,Ege,Standard
37.456,24132.387,5,362.422,84.732,Web,Marmara,Standard
21.273,51263.827,10,689.59,64.867,Web,Marmara,Standard
39.811,27125.388,9,478.425,62.708,Mobile,Ege,Standard
49.051,67956.529,11,695.333,67.342,Web,Ic_Anadolu,Standard
37.397,36071.576,13,571.305,56.853,Mobile,Ic_Anadolu,Silver
40.96,43058.617,8,479.032,50.473,Store,Ic_Anadolu,Standard
29.376,25214.973,5,423.033,59.585,Web,Akdeniz,Standard
30.469,23694.676,8,378.537,65.882,Web,Akdeniz,Standard
39.981,22780.002,9,381.54,69.249,Mobile,Marmara,Silver
48.487,28809.14,9,485.833,62.173,Store,Ege,Standard
35.865,54475.785,10,446.308,55.247,Mobile,Ege,Standard
47.685,41761.286,15,411.076,53.563,Mobile,Ic_Anadolu,Standard
52.689,56333.521,10,698.549,70.797,Web,Akdeniz,Standard
34.596,36231.097,9,336.633,72.414,Mobile,Marmara,Standard
27.103,25751.989,8,442.824,64.205,Mobile,Ege,Standard
18.0,41595.635,7,354.337,58.911,Web,Ege,Standard
42.566,40813.427,10,492.911,76.106,Mobile,Ege,Silver
31.769,32549.92,7,470.182,75.362,Mobile,Ic_Anadolu,Standard
40.802,35065.181,10,336.517,50.175,Web,Ic_Anadolu,Standard
32.419,48804.604,9,506.386,68.392,Web,Marmara,Standard
37.075,83027.723,12,582.761,59.531,Web,Ege,Standard
44.052,20354.832,9,518.337,54.191,Mobile,Ege,Standard
35.802,37542.226,16,641.956,54.84,Mobile,Akdeniz,Standard
51.117,17314.555,10,498.647,56.13,Web,Marmara,Standard
31.109,45213.703,6,633.519,63.494,Store,Marmara,Standard
32.797,69537.208,6,728.524,76.864,Store,Marmara,Standard
35.297,28915.366,15,403.395,70.163,Mobile,Ege,Standard
44.568,39736.282,12,382.139,52.773,Mobile,Ege,Silver
27.721,37550.024,12,433.05,55.299,Web,Ege,Silver
52.474,23866.368,15,494.872,68.345,Store,Marmara,Standard
20.079,29081.342,10,545.373,55.361,Web,Marmara,Standard
37.873,27348.176,12,378.756,75.415,Mobile,Ic_Anadolu,Standard
43.613,29519.753,6,453.73,70.035,Mobile,Akdeniz,Standard
23.198,20047.939,10,505.247,49.844,Mobile,Ege,Silver
43.829,41660.838,8,220.075,80.939,Mobile,Marmara,Silver
48.918,35112.645,15,541.996,72.151,Mobile,Marmara,Silver
42.374,46883.309,12,524.92,51.566,Mobile,Akdeniz,Standard
39.046,57257.528,11,512.031,48.59,Mobile,Marmara,Standard
38.812,44455.972,9,526.203,58.811,Mobile,Ege,Gold
39.572,20391.168,15,434.558,61.81,Mobile,Marmara,Standard
