age,monthly_income,monthly_transactions,average_basket,engagement_score,channel,region,membership
28.789,34037.903,9,560.809,64.594,Mobile,Ege,Standard
31.462,19269.486,6,570.777,57.341,Mobile,Marmara,Gold
21.714,24467.643,12,509.932,73.398,Mobile,Ege,Standard
28.231,24173.838,7,582.705,56.552,Web,Ic_Anadolu,Standard
34.062,43978.273,8,426.927,88.297,Web,Marmara,Standard
46.839,42373.281,7,340.767,50.506,Mobile,Ege,Standard
56.928,34724.178,3,448.819,75.458,Mobile,Ic_Anadolu,Standard
22.796,18710.495,13,464.401,79.883,Web,Marmara,Gold
42.321,27766.263,9,259.866,71.399,Web,Ege,Silver
26.554,23540.456,12,327.159,70.944,Mobile,Ege,Standard
43.222,43498.285,7,413.916,85.45,Web,Ic_Anadolu,Standard
36.558,48908.684,8,540.201,92.31,Mobile,Akdeniz,Standard
18.0,46696.595,10,520.088,66.927,Mobile,Akdeniz,Standard
48.211,23459.167,8,340.463,69.178,Mobile,Marmara,Standard
31.345,11036.656,5,378.632,59.976,Web,Ic_Anadolu,Gold
32.127,15971.393,10,278.396,57.307,Web,Ic_Anadolu,Standard
26.233,53649.008,8,487.964,72.231,Web,Marmara,Standard
30.803,26836.633,7,309.387,69.396,Mobile,Akdeniz,Silver
42.707,23499.27,6,396.86,50.098,Mobile,Akdeniz,Standard
35.918,58349.783,9,472.378,72.86,Mobile,Ic_Anadolu,Silver
41.615,50552.151,7,576.565,69.731,Mobile,Marmara,Silver
41.981,31548.79,9,438.985,62.288,Web,Marmara,Standard
52.527,27959.347,10,407.129,62.335,Mobile,Akdeniz,Silver
34.229,29726.719,8,593.465,71.838,Mobile,Akdeniz,Standard
21.755,34075.089,5,485.554,81.589,Mobile,Marmara,Standard
49.739,57412.537,6,507.684,70.184,Mobile,Marmara,Silver
34.354,36700.205,7,408.618,74.705,Web,Ege,Silver
50.261,41187.539,3,372.108,55.778,Mobile,Marmara,Standard
42.217,48743.281,5,501.545,61.357,Web,Ege,Standard
36.557,20040.753,3,424.765,70.18,Mobile,Akdeniz,Gold
41.837,41641.291,10,307.865,55.417,Mobile,Marmara,Silver
59.461,27946.965,7,304.73,68.972,Mobile,Ic_Anadolu,Standard
60.847,12014.672,6,319.761,71.134,Mobile,Ege,Standard
38.763,13922.974,14,274.714,71.415,Web,Marmara,Silver
39.762,21228.827,5,405.543,68.694,Mobile,Marmara,Silver
49.839,38248.699,9,483.504,68.878,Mobile,Ege,Standard
28.698,32638.369,7,434.525,60.678,Mobile,Ic_Anadolu,Standard
41.664,33525.424,10,498.46,57.219,Mobile,Ege,Standard
37.716,65601.807,13,519.673,70.197,Store,Akdeniz,Silver
41.453,19297.792,5,390.091,78.545,Store,Marmara,Silver
28.833,30932.891,12,348.674,80.644,Mobile,Akdeniz,Silver
20.515,35090.492,15,480.579,69.047,Mobile,Ege,Silver
18.0,23628.673,5,417.711,61.839,Web,Marmara,Standard
25.709,31595.316,7,333.652,62.503,Web,Marmara,Silver
32.955,17017.87,10,371.498,64.604,Mobile,Marmara,Gold
34.775,53410.592,8,522.021,70.477,Mobile,Ege,Silver
59.31,24124.579,6,438.078,76.775,Mobile,Akdeniz,Gold
50.166,67638.462,6,608.779,88.828,Mobile,Ic_Anadolu,Gold
27.417,30873.693,6,373.838,57.902,Mobile,Marmara,Standard
41.825,46196.548,7,566.407,73.412,Web,Marmara,Standard
33.522,30630.297,4,484.884,70.223,Store,Ege,Standard
34.872,30894.002,8,373.611,64.303,Mobile,Akdeniz,Standard
40.039,25035.97,8,313.449,57.34,Web,Ic_Anadolu,Silver
44.811,32704.472,9,387.453,71.054,Mobile,Marmara,Standard
34.268,35271.816,8,323.213,88.799,Mobile,Marmara,Standard
49.702,23201.722,10,427.958,71.69,Web,Marmara,Standard
25.439,29806.54,8,541.161,59.728,Mobile,Ege,Standard
38.07,24789.177,6,543.282,64.627,Store,Marmara,Standard
66.574,74897.242,9,510.026,56.898,Store,Marmara,Standard
40.454,30209.216,4,507.002,64.985,Mobile,Ic_Anadolu,Standard
53.765,56229.017,8,543.871,74.434,Mobile,Marmara,Standard
39.007,29017.765,8,215.972,60.674,Mobile,Akdeniz,Silver
44.389,34493.608,11,422.752,37.144,Store,Ic_Anadolu,Silver
37.375,18918.237,6,352.831,68.969,Mobile,Marmara,Standard
36.126,26373.432,11,530.41,64.684,Web,Marmara,Gold
29.426,33860.458,3,371.847,56.593,Mobile,Ege,Standard
42.733,57106.97,9,590.318,60.707,Web,Ic_Anadolu,Silver
28.633,34008.081,13,441.162,75.103,Mobile,Ege,Gold
45.321,52881.759,9,393.269,64.221,Web,Akdeniz,Gold
49.938,39873.892,4,423.664,74.104,Web,Ic_Anadolu,Standard
42.032,58012.426,6,680.972,75.725,Mobile,Ege,Standard
34.851,30563.567,11,421.949,66.994,Mobile,Marmara,Silver
42.994,77519.487,12,699.68,65.191,Mobile,Marmara,Silver
34.605,25992.139,8,496.565,68.877,Web,Ege,Silver
48.291,23359.161,6,369.499,64.746,Web,Marmara,Standard
18.0,19735.61,8,280.398,50.075,Mobile,Ic_Anadolu,Gold
34.308,75795.134,8,507.856,86.741,Store,Ege,Gold
18.0,42675.919,12,614.788,77.543,Mobile,Marmara,Silver
21.554,27530.069,14,439.541,67.165,Store,Ic_Anadolu,Gold
53.002,50243.106,8,357.199,48.436,Store,Ege,Standard
47.847,40591.868,9,551.179,66.496,Web,Marmara,Standard
30.086,65981.418,6,412.958,60.32,Store,Ege,Silver
21.472,17358.256,9,312.411,67.694,Mobile,Ic_Anadolu,Silver
18.0,28258.884,9,436.005,46.661,Web,Ege,Standard
32.022,26219.059,5,647.68,60.778,Mobile,Marmara,Standard
64.625,14764.79,8,450.228,63.487,Mobile,Ic_Anadolu,Silver
42.784,46766.59,11,456.456,67.777,Web,Ic_Anadolu,Standard
31.845,28204.852,7,431.028,64.538,Store,Marmara,Silver
43.116,41400.981,6,562.008,66.723,Store,Marmara,Gold
20.829,76627.656,9,742.689,83.512,Web,Ic_Anadolu,Standard
34.729,27330.741,6,402.831,61.05,Store,Marmara,Silver
39.094,26634.479,10,402.765,59.888,Web,Akdeniz,Standard
37.053,32698.758,7,371.06,49.627,Web,Marmara,Standard
46.699,45485.733,7,554.809,61.789,Mobile,Ic_Anadolu,Gold
41.791,25201.254,10,509.265,54.987,Mobile,Akdeniz,Standard
45.352,24593.43,11,240.108,79.301,Web,Marmara,Standard
30.428,46710.858,11,463.945,68.739,Web,Ege,Gold
47.876,36094.037,9,349.613,77.695,Web,Marmara,Standard
55.918,14371.513,6,388.857,80.857,Web,Ege,Standard
27.328,19620.91,6,284.05,57.549,Store,Akdeniz,Standard
28.235,55296.762,8,413.867,64.126,Web,Akdeniz,Standard
52.694,36414.879,10,561.174,82.317,Web,Marmara,Standard
35.895,23397.058,8,395.085,69.492,Web,Ic_Anadolu,Silver
53.442,29297.115,6,427.29,71.415,Web,Ic_Anadolu,Standard
33.132,31414.66,9,479.677,78.63,Mobile,Marmara,Standard
54.006,41339.704,4,566.373,73.765,Store,Ic_Anadolu,Silver
39.446,18654.821,8,354.076,71.704,Web,Marmara,Standard
40.841,22707.245,10,371.667,82.964,Web,Akdeniz,Standard
55.212,34673.23,12,418.073,69.717,Mobile,Akdeniz,Gold
34.021,30093.451,8,533.08,72.794,Web,Ege,Silver
27.648,38843.906,10,463.267,67.232,Store,Marmara,Standard
33.066,19590.248,14,369.148,82.006,Store,Akdeniz,Standard
42.976,35800.205,9,492.874,61.292,Store,Marmara,Silver
20.777,47325.369,9,666.834,51.471,Web,Ege,Silver
45.012,37608.714,10,471.334,75.549,Web,Ege,Standard
32.074,32953.82,11,422.495,59.499,Mobile,Marmara,Standard
50.626,30138.667,9,610.788,57.108,Web,Marmara,Standard
18.0,22759.924,7,527.22,79.549,Mobile,Marmara,Gold
29.348,30413.459,6,543.609,75.863,Store,Akdeniz,Silver
19.449,50447.488,7,468.967,63.475,Mobile,Ic_Anadolu,Standard
28.911,29874.757,3,380.918,33.645,Store,Ic_Anadolu,Standard
40.724,22289.578,16,240.655,78.532,Web,Ege,Gold
36.029,25924.561,6,506.552,72.825,Mobile,Ic_Anadolu,Standard
35.213,33736.078,8,456.684,72.768,Web,Ege,Silver
36.249,27121.029,7,262.232,71.609,Web,Ic_Anadolu,Silver
40.237,37587.065,8,572.732,65.786,Web,Akdeniz,Gold
26.906,38127.101,5,436.281,61.395,Web,Marmara,Standard
45.775,43818.598,9,469.266,57.238,Web,Akdeniz,Silver
45.289,53688.419,10,390.327,62.026,Mobile,Akdeniz,Standard
42.235,45634.821,8,539.816,70.815,Store,Marmara,Gold
44.122,21916.371,4,449.453,68.179,Store,Akdeniz,Standard
41.261,22173.583,7,400.964,74.798,Web,Akdeniz,Silver
60.386,30369.887,8,399.166,53.536,Mobile,Marmara,Standard
37.042,26332.346,6,657.66,49.608,Web,Marmara,Gold
34.622,20280.92,5,289.7,61.703,Mobile,Ic_Anadolu,Standard
29.711,26427.413,10,356.715,58.801,Store,Ic_Anadolu,Standard
26.645,26099.856,10,484.127,70.86,Mobile,Marmara,Silver
24.311,24214.281,12,321.832,57.301,Mobile,Ege,Standard
28.223,27722.51,3,328.686,75.902,Mobile,Ege,Standard
37.223,48913.628,10,609.966,60.779,Web,Ege,Standard
41.677,33715.416,9,504.142,84.227,Web,Marmara,Gold
38.563,79960.453,8,671.113,72.843,Web,Marmara,Silver
29.579,33349.335,10,464.631,58.448,Mobile,Ic_Anadolu,Silver
47.902,27994.827,9,365.379,89.247,Store,Marmara,Gold
46.134,31306.17,13,417.668,73.755,Mobile,Ege,Silver
36.244,34456.983,8,445.41,69.261,Mobile,Ege,Standard
30.818,36878.961,2,538.002,62.748,Web,Akdeniz,Standard
44.033,68813.161,6,622.993,70.866,Web,Akdeniz,Silver
40.068,22669.557,7,323.685,72.154,Web,Akdeniz,Silver
22.071,43322.937,5,557.685,56.85,Mobile,Ege,Standard
37.252,33824.654,11,299.029,67.564,Web,Marmara,Gold
40.882,17205.474,5,357.337,66.657,Mobile,Marmara,Standard
28.103,41892.644,11,378.341,75.527,Web,Ege,Standard
40.088,50599.499,6,437.474,72.197,Mobile,Marmara,Standard
21.997,22567.655,13,580.191,72.745,Web,Marmara,Gold
52.698,31151.109,8,307.451,62.097,Mobile,Marmara,Standard
51.727,16225.922,4,308.68,58.784,Mobile,Marmara,Standard
35.222,19373.347,8,440.449,55.685,Mobile,Ege,Standard
41.998,46548.555,8,456.733,73.526,Web,Akdeniz,Gold
18.0,26180.28,9,434.694,62.14,Mobile,Marmara,Standard
25.28,20509.734,6,527.543,64.282,Web,Marmara,Standard
34.768,34104.852,4,510.089,67.177,Mobile,Ege,Gold
26.207,25629.089,4,376.392,64.839,Mobile,Marmara,Silver
45.858,26136.492,9,408.49,68.244,Web,Akdeniz,Standard
59.97,41396.18,6,526.971,57.15,Mobile,Ege,Standard
25.057,20101.331,2,454.462,66.089,Web,Marmara,Silver
28.788,22158.163,10,407.091,65.872,Web,Ic_Anadolu,Standard
40.59,33141.793,8,479.923,66.736,Web,Ege,Standard
55.722,45178.461,9,526.306,79.88,Web,Ege,Standard
24.554,50036.145,6,504.146,71.253,Mobile,Marmara,Gold
40.739,24276.803,5,358.901,59.792,Mobile,Marmara,Silver
58.034,44631.861,7,558.495,65.411,Mobile,Marmara,Standard
19.831,23202.746,4,435.503,80.794,Store,Ic_Anadolu,Standard
23.908,62564.891,7,373.346,63.826,Mobile,Marmara,Standard
33.34,20316.061,7,323.813,67.299,Mobile,Marmara,Gold
32.274,51783.246,8,475.906,74.241,Web,Ege,Silver
46.939,24356.043,8,395.575,69.752,Web,Ege,Standard
40.658,67173.47,12,686.715,66.672,Store,Marmara,Silver
18.475,39132.237,8,758.718,60.166,Mobile,Akdeniz,Standard
43.67,21245.783,7,180.421,66.799,Store,Ege,Standard
31.647,25630.783,6,445.977,72.78,Web,Akdeniz,Standard
52.019,42059.849,7,488.031,80.109,Web,Marmara,Gold
31.097,46630.256,9,483.103,53.646,Mobile,Ege,Silver
30.997,30428.291,5,485.896,83.128,Mobile,Marmara,Standard
43.952,31792.006,10,455.758,66.116,Mobile,Marmara,Standard
46.392,41696.57,5,447.842,74.748,Web,Marmara,Silver
42.929,32862.366,8,449.026,60.225,Mobile,Marmara,Standard
19.458,19119.579,6,443.628,50.092,Mobile,Akdeniz,Standard
43.918,22949.923,8,449.801,54.471,Mobile,Ic_Anadolu,Silver
26.623,34178.278,6,468.432,62.89,Store,Marmara,Silver
40.588,49606.806,8,458.285,72.841,Mobile,Marmara,Standard
22.339,57761.245,4,795.881,65.112,Mobile,Marmara,Standard
42.91,42033.457,7,514.023,64.398,Web,Ege,Silver
29.127,34862.621,8,522.709,78.78,Store,Marmara,Standard
23.891,41545.699,7,434.089,66.92,Web,Ic_Anadolu,Silver
45.852,24261.225,13,430.374,73.898,Web,Marmara,Silver
40.658,29488.989,10,449.764,100.0,Mobile,Ic_Anadolu,Silver
31.246,22852.832,6,235.82,66.12,Mobile,Akdeniz,Standard
53.963,19447.578,12,330.299,63.442,Mobile,Marmara,Silver
33.153,35480.858,8,390.302,72.41,Mobile,Akdeniz,Gold
38.353,33540.034,8,394.959,74.941,Mobile,Akdeniz,Silver
40.958,40591.256,8,379.835,70.61,Web,Ege,Standard
31.184,38465.711,7,471.892,68.469,Mobile,Marmara,Gold
43.182,34276.142,13,577.594,85.922,Web,Ege,Standard
32.132,38619.567,6,480.281,79.772,Mobile,Marmara,Standard
33.472,30754.156,4,331.971,63.629,Store,Akdeniz,Standard
52.989,36566.9,4,367.861,58.365,Web,Ege,Standard
26.554,23719.793,9,377.295,72.592,Mobile,Ic_Anadolu,Standard
18.0,35971.716,5,330.948,59.008,Mobile,Ege,Silver
55.72,40295.647,6,502.384,75.052,Store,Marmara,Standard
66.043,24234.222,6,534.987,70.441,Store,Ege,Standard
33.542,31878.791,8,390.779,94.3,Mobile,Akdeniz,Gold
18.0,24662.3,10,421.707,83.733,Mobile,Marmara,Standard
34.585,25589.246,6,379.814,55.413,Store,Marmara,Silver
34.852,20384.434,7,341.735,61.712,Web,Akdeniz,Gold
35.911,50563.966,4,531.539,45.66,Web,Marmara,Standard
25.753,46861.905,6,440.541,44.823,Mobile,Akdeniz,Standard
44.375,38339.074,1,394.702,63.838,Web,Marmara,Standard
43.77,66133.748,12,428.624,58.476,Web,Ic_Anadolu,Silver
21.562,29088.164,4,437.69,81.212,Mobile,Ege,Standard
45.691,98920.296,3,796.494,75.679,Web,Marmara,Gold
60.58,28668.058,4,493.92,62.085,Mobile,Marmara,Silver
39.892,34439.983,10,586.741,65.717,Mobile,Marmara,Silver
34.289,26872.115,6,362.648,81.054,Web,Ic_Anadolu,Gold
36.438,36007.543,8,535.063,84.746,Web,Marmara,Standard
44.768,42938.909,6,385.913,56.874,Store,Marmara,Silver
18.963,29932.849,10,498.96,58.388,Web,Ege,Silver
39.808,61399.289,8,704.128,64.589,Mobile,Akdeniz,Silver
33.705,34230.65,9,496.511,72.612,Mobile,Marmara,Silver
58.326,34640.696,8,602.796,62.463,Web,Ic_Anadolu,Standard
36.084,22127.598,8,351.22,72.122,Mobile,Akdeniz,Silver
56.347,36644.904,10,448.861,88.503,Web,Ege,Silver
25.859,29704.97,9,351.838,54.24,Mobile,Akdeniz,Silver
44.46,24806.696,8,418.541,63.143,Mobile,Ege,Gold
41.513,23270.453,8,433.772,53.73,Mobile,Ic_Anadolu,Standard
28.44,86272.838,8,654.162,59.234,Web,Ic_Anadolu,Gold
39.951,28279.11,9,386.093,65.353,Mobile,Marmara,Standard
51.338,17967.962,12,344.943,63.128,Web,Ege,Standard
34.438,23972.817,10,443.268,74.2,Mobile,Ege,Standard
19.388,30650.499,7,423.551,68.41,Store,Marmara,Standard
37.807,38473.827,8,364.314,70.59,Web,Ege,Standard
28.073,38592.864,8,297.678,64.533,Web,Ic_Anadolu,Standard
34.234,40421.356,9,421.873,66.154,Store,Marmara,Silver
37.103,24463.881,9,289.688,64.793,Store,Marmara,Gold
19.238,35573.895,7,381.621,64.413,Store,Marmara,Silver
20.228,22406.299,6,368.081,70.39,Mobile,Marmara,Standard
43.303,24699.435,7,401.849,47.665,Mobile,Ege,Gold
32.25,22054.47,5,344.884,68.379,Web,Marmara,Silver
18.0,19898.751,10,593.742,60.313,Web,Ege,Silver
46.633,46835.634,7,386.638,63.511,Web,Marmara,Standard
40.996,40606.054,6,585.006,50.585,Web,Akdeniz,Silver
30.147,45303.195,9,479.612,64.713,Mobile,Akdeniz,Standard
23.515,31727.496,8,382.851,70.379,Mobile,Marmara,Standard
47.194,41990.006,8,534.382,72.171,Web,Marmara,Standard
41.843,16005.857,8,340.802,55.737,Web,Marmara,Silver
64.209,43389.522,10,414.256,73.088,Web,Marmara,Standard
42.622,33433.228,7,609.672,78.298,Web,Ic_Anadolu,Standard
42.265,39668.062,5,275.068,60.563,Mobile,Ege,Silver
36.164,36113.024,8,436.858,67.609,Mobile,Ege,Standard
46.985,21480.891,9,419.725,47.615,Mobile,Akdeniz,Standard
44.876,17689.825,7,514.76,57.93,Mobile,Ic_Anadolu,Gold
51.769,23847.136,10,375.861,71.705,Web,Marmara,Gold
32.265,38741.574,11,708.497,79.255,Web,Ege,Silver
33.211,40628.893,10,544.586,63.007,Store,Ege,Silver
32.73,18586.335,10,178.43,95.694,Web,Ege,Standard
46.699,21529.562,9,271.975,71.439,Mobile,Marmara,Standard
54.482,23746.025,8,432.655,54.866,Web,Marmara,Standard
32.953,27288.594,8,322.008,80.472,Mobile,Marmara,Gold
33.327,18627.992,13,440.951,58.571,Mobile,Marmara,Standard
41.455,18208.073,10,349.195,72.284,Web,Marmara,Standard
35.297,22872.774,9,300.33,59.008,Mobile,Ic_Anadolu,Silver
48.473,32298.513,10,357.412,55.426,Mobile,Marmara,Silver
18.0,19957.777,12,473.433,80.022,Web,Akdeniz,Standard
28.906,29911.391,8,252.978,65.002,Web,Marmara,Gold
29.393,46735.067,7,593.825,84.157,Mobile,Akdeniz,Silver
18.0,19059.553,5,490.014,55.321,Web,Marmara,Gold
27.4,28898.663,13,401.322,55.504,Mobile,Marmara,Standard
27.933,46138.709,10,371.057,64.203,Web,Marmara,Standard
35.788,26663.69,10,472.58,97.905,Web,Marmara,Standard
50.243,25134.722,11,372.9,78.039,Web,Marmara,Standard
35.304,48636.444,5,370.703,71.039,Web,Ege,Standard
26.661,27823.693,10,598.837,74.869,Mobile,Marmara,Standard
37.374,47558.134,11,423.319,64.852,Mobile,Marmara,Standard
49.541,36790.938,9,329.01,95.594,Web,Marmara,Standard
27.264,27438.956,11,451.189,74.281,Mobile,Ic_Anadolu,Standard
27.984,37506.983,8,458.151,71.243,Mobile,Ege,Standard
44.144,35304.68,9,589.544,78.149,Mobile,Marmara,Standard
35.563,46070.839,9,462.949,55.568,Mobile,Marmara,Standard
45.122,25377.765,9,384.311,59.507,Mobile,Ic_Anadolu,Standard
37.85,31750.327,6,472.287,63.745,Web,Ic_Anadolu,Gold
45.718,30534.853,9,455.398,78.213,Web,Ege,Standard
26.614,40846.495,6,497.805,53.219,Store,Ege,Silver
37.867,21171.938,6,425.906,65.526,Web,Marmara,Standard
35.682,46002.512,8,511.748,65.512,Store,Ege,Standard
24.625,37317.025,6,426.044,50.456,Web,Ic_Anadolu,Standard
20.802,18950.176,9,467.826,63.211,Web,Ic_Anadolu,Standard
45.543,49470.899,13,477.882,76.523,Web,Marmara,Silver
34.14,73054.088,6,673.369,51.367,Web,Ic_Anadolu,Gold
26.755,45738.557,7,620.816,81.013,Web,Ege,Standard
36.942,53758.346,11,465.784,74.38,Store,Ic_Anadolu,Standard
50.408,32287.684,6,660.587,69.66,Mobile,Ic_Anadolu,Silver
18.0,16624.423,8,319.805,67.682,Store,Ic_Anadolu,Silver
21.537,15509.907,6,316.169,55.277,Mobile,Marmara,Standard
27.848,34438.527,4,501.055,58.303,Mobile,Marmara,Standard
54.073,24960.455,11,455.742,73.319,Mobile,Marmara,Standard
41.108,22080.74,10,411.389,62.483,Web,Ege,Standard
46.44,30520.573,9,511.029,70.187,Mobile,Ege,Standard
25.458,39494.725,15,494.639,63.511,Mobile,Ic_Anadolu,Standard
25.685,17996.852,12,575.135,74.914,Mobile,Ege,Silver
42.926,26355.348,12,416.576,75.661,Web,Ege,Standard
38.641,55478.501,6,456.474,49.923,Mobile,Ege,Standard
44.036,20772.607,10,350.241,69.673,Web,Marmara,Standard
35.936,43499.697,12,529.726,55.183,Web,Marmara,Silver
41.06,25998.713,13,463.731,52.49,Web,Marmara,Standard
39.739,38461.062,8,486.51,61.661,Web,Ic_Anadolu,Standard
46.555,47428.778,15,425.963,100.0,Mobile,Marmara,Standard
46.877,41426.957,9,579.113,76.054,Store,Marmara,Standard
20.181,44155.848,9,664.159,82.221,Store,Marmara,Standard
18.0,20178.934,8,400.242,73.684,Mobile,Ege,Standard
49.019,47724.047,9,666.508,70.354,Mobile,Akdeniz,Standard
51.065,22606.135,11,484.91,78.654,Web,Akdeniz,Standard
26.773,34496.939,7,652.362,60.504,Store,Marmara,Standard
18.0,34479.96,7,495.153,71.605,Web,Ege,Standard
39.089,37584.484,10,476.85,80.771,Store,Marmara,Standard
48.239,35526.833,6,532.458,73.194,Store,Ic_Anadolu,Gold
57.774,22682.573,9,368.218,80.728,Web,Marmara,Standard
43.679,18714.434,6,428.619,68.026,Mobile,Marmara,Silver
33.911,43542.489,11,607.236,86.621,Mobile,Ege,Standard
28.176,33544.129,4,522.772,62.718,Mobile,Ege,Gold
38.126,48376.198,5,503.276,86.677,Mobile,Akdeniz,Silver
34.708,30730.21,6,456.231,71.936,Mobile,Marmara,Standard
26.834,18325.293,8,458.673,63.761,Mobile,Akdeniz,Silver
60.536,45122.184,14,558.747,60.009,Web,Marmara,Standard
57.637,27153.444,4,491.942,56.72,Mobile,Marmara,Gold
50.497,35595.03,7,487.453,57.306,Web,Ic_Anadolu,Standard
27.871,24439.731,6,339.79,65.313,Store,Ege,Silver
47.405,58386.189,6,484.699,53.46,Mobile,Akdeniz,Gold
45.036,22401.997,6,447.667,79.128,Mobile,Ege,Standard
42.868,27495.474,6,500.583,67.307,Mobile,Ege,Gold
51.746,32559.697,9,508.404,69.001,Store,Marmara,Standard
44.989,20639.68,8,338.614,55.946,Web,Akdeniz,Silver
46.14,35440.036,9,442.703,60.61,Mobile,Ic_Anadolu,Standard
45.006,57671.937,9,436.13,46.096,Web,Ege,Standard
41.749,25942.151,5,294.549,81.678,Web,Ic_Anadolu,Standard
18.38,36321.106,8,467.03,53.423,Mobile,Marmara,Silver
38.92,10995.205,5,484.523,52.081,Web,Akdeniz,Silver
31.882,30798.058,6,447.436,80.332,Web,Ege,Standard
23.922,27751.466,5,598.469,69.376,Mobile,Ic_Anadolu,Standard
56.5,22901.803,6,393.314,67.407,Store,Ic_Anadolu,Standard
57.019,47143.489,11,504.131,73.103,Mobile,Ege,Silver
52.951,27612.598,12,337.012,79.939,Web,Ic_Anadolu,Standard
40.807,29218.535,6,401.127,67.199,Web,Ic_Anadolu,Standard
52.857,27083.141,4,317.071,49.365,Mobile,Marmara,Gold
38.133,15087.321,7,238.948,74.232,Web,Ic_Anadolu,Gold
40.231,20329.842,9,292.628,72.523,Mobile,Ege,Standard
25.972,45035.913,5,500.89,77.216,Mobile,Ic_Anadolu,Standard
42.367,14019.7,8,307.618,55.109,Mobile,Ic_Anadolu,Silver
38.664,23360.461,5,364.859,58.207,Store,Marmara,Standard
23.671,26852.29,7,460.166,70.821,Store,Marmara,Standard
37.437,60631.892,11,413.808,60.255,Mobile,Marmara,Gold
37.123,41859.307,5,488.291,41.972,Mobile,Ic_Anadolu,Standard
57.773,25292.804,9,493.607,70.273,Store,Akdeniz,Standard
47.836,51313.81,6,601.471,75.15,Web,Ic_Anadolu,Standard
38.126,23590.609,12,457.224,69.111,Mobile,Ic_Anadolu,Gold
40.737,45865.016,8,491.708,73.081,Mobile,Ege,Silver
38.486,18650.47,11,335.596,73.734,Mobile,Ege,Standard
35.768,46996.95,6,493.345,66.305,Mobile,Akdeniz,Silver
26.093,26786.926,4,571.838,66.16,Web,Marmara,Gold
36.338,21145.204,10,425.904,82.491,Web,Ege,Silver
29.793,28781.423,4,421.078,55.157,Web,Marmara,Standard
24.247,34731.099,10,504.313,76.73,Mobile,Marmara,Standard
43.623,25899.931,4,424.09,52.991,Web,Ege,Silver
42.304,38580.503,12,488.708,62.452,Web,Marmara,Standard
18.346,25045.822,3,394.126,76.059,Web,Ege,Standard
36.65,39566.636,7,434.835,54.802,Mobile,Marmara,Silver
48.953,36976.741,9,551.858,65.884,Mobile,Marmara,Silver
49.651,30541.73,2,261.937,87.013,Mobile,Marmara,Standard
49.284,26430.521,4,464.73,75.056,Mobile,Akdeniz,Standard
38.428,33109.83,11,404.438,62.328,Web,Ege,Standard
28.705,38526.301,8,296.709,61.942,Web,Ic_Anadolu,Standard
26.079,68424.326,8,495.456,65.899,Mobile,Ege,Standard
41.791,44666.531,8,488.55,80.719,Web,Marmara,Standard
42.172,45291.569,5,503.331,55.484,Web,Ic_Anadolu,Standard
52.161,101076.672,8,775.357,56.978,Web,Marmara,Standard
50.1,38027.476,9,538.981,75.434,Web,Marmara,Gold
36.545,37577.642,11,325.325,52.889,Store,Ege,Standard
24.314,40844.43,11,511.069,60.589,Web,Ic_Anadolu,Standard
34.49,21302.781,11,467.503,68.849,Mobile,Akdeniz,Standard
40.39,26405.23,5,441.262,65.162,Web,Marmara,Standard
35.777,25787.771,8,464.403,53.954,Mobile,Ic_Anadolu,Standard
31.643,39978.349,6,299.836,69.737,Web,Ege,Gold
40.782,29255.231,4,343.401,70.338,Store,Ic_Anadolu,Silver
32.456,32942.698,7,569.647,60.275,Mobile,Akdeniz,Standard
31.091,47251.173,8,476.562,84.208,Mobile,Ege,Standard
41.426,43390.564,9,686.966,71.696,Mobile,Marmara,Standard
33.578,29394.005,12,317.996,60.351,Store,Ic_Anadolu,Standard
40.685,24231.334,9,553.937,84.508,Mobile,Ege,Standard
41.005,48117.653,9,450.104,63.067,Web,Akdeniz,Standard
25.466,41943.496,11,558.94,71.489,Mobile,Ege,Standard
32.706,16977.13,12,358.712,65.532,Mobile,Akdeniz,Standard
53.816,27750.288,7,437.143,73.142,Mobile,Marmara,Silver
25.217,33286.123,11,501.622,64.885,Web,Ic_Anadolu,Standard
18.0,42022.283,7,426.422,62.691,Mobile,Marmara,Gold
18.0,44171.655,9,561.991,66.7,Store,Ic_Anadolu,Standard
38.32,34817.809,5,429.986,60.48,Web,Akdeniz,Silver
38.34,39042.031,12,486.186,81.118,Store,Ic_Anadolu,Silver
36.706,32028.198,10,205.12,56.422,Mobile,Ic_Anadolu,Silver
51.356,24195.849,11,382.701,69.329,Web,Marmara,Silver
18.0,28302.899,7,542.576,67.795,Mobile,Marmara,Standard
42.355,31483.43,5,503.611,64.254,Mobile,Ege,Standard
55.176,30847.836,5,518.435,75.183,Web,Ege,Gold
25.594,15267.51,2,383.52,48.361,Mobile,Marmara,Standard
33.822,26875.123,8,574.231,73.279,Store,Ic_Anadolu,Silver
29.718,31931.816,10,468.774,56.55,Mobile,Ic_Anadolu,Gold
28.162,28087.486,9,368.62,63.212,Mobile,Marmara,Standard
34.411,28458.636,13,506.419,57.623,Web,Marmara,Silver
53.702,37625.479,8,547.747,64.279,Web,Marmara,Standard
58.211,20743.667,5,456.447,59.718,Mobile,Ege,Standard
34.305,16837.166,9,348.494,84.683,Store,Akdeniz,Silver
58.956,27383.488,10,450.654,71.414,Mobile,Ege,Silver
38.391,41787.957,6,606.122,70.598,Web,Marmara,Standard
57.291,59353.725,13,591.263,60.025,Mobile,Ic_Anadolu,Standard
36.974,42074.988,5,348.828,72.901,Mobile,Marmara,Silver
